loan_id,user_id,requested_at,approved_at,disbursed_at,due_date,repaid_at,amount,fee,tip_amount,instant_transfer_fee,status,late_days,chargeoff_flag,autopay_enrolled,principal_repaid,writeoff_amount,price_variant,tip_variant
L659-3,659,2025-06-02T00:00:00,2025-06-02 16:45:31.965523,2025-06-03 07:10:58.722718,2025-06-17,2025-06-21T07:10:58.722718,218.97,2.04,2.0,1.99,repaid,4,0,1,218.97,0.0,B,persuasive
L659-4,659,2025-05-18T00:00:00,2025-05-18 09:31:15.608899,2025-05-18 10:52:36.645478,2025-06-01,2025-06-04T10:52:36.645478,40.0,0.74,0.0,0.0,repaid,3,0,1,40.0,0.0,B,persuasive
L661-2,661,2025-07-27T00:00:00,2025-07-27 07:44:36.210464,2025-07-27 07:53:07.397741,2025-08-10,2025-08-10T07:53:07.397741,98.31,0.0,0.0,0.0,repaid,0,0,1,98.31,0.0,A,persuasive
L662-1,662,2025-04-30T00:00:00,2025-04-30 04:44:29.198533,2025-04-30 09:51:38.216203,2025-05-14,2025-05-18T09:51:38.216203,40.0,0.57,0.0,0.0,repaid,4,0,1,40.0,0.0,B,control
L663-1,663,2025-03-01T00:00:00,2025-03-01 06:51:45.353683,2025-03-01 11:57:38.969686,2025-03-15,,143.32,0.0,0.0,0.0,default,21,1,1,0.0,90.44,A,control
L663-2,663,2025-03-17T00:00:00,2025-03-17 21:55:16.093249,2025-03-18 00:29:28.678453,2025-04-01,2025-04-02T00:29:28.678453,64.41,0.0,0.0,0.0,repaid,1,0,1,64.41,0.0,A,control
L663-3,663,2025-03-06T00:00:00,,,,,217.82,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L665-1,665,2025-07-07T00:00:00,,,,,40.0,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L666-1,666,2025-05-20T00:00:00,2025-05-20 04:30:08.882960,2025-05-20 11:45:14.618937,2025-06-03,2025-06-04T11:45:14.618937,297.69,3.58,0.0,1.99,repaid,1,0,0,297.69,0.0,B,social_proof
L668-1,668,2025-04-22T00:00:00,2025-04-22 17:10:33.636614,2025-04-22 22:45:59.867227,2025-05-06,,42.27,1.21,0.0,2.99,default,19,1,0,0.0,34.76,B,control
L669-1,669,2025-01-21T00:00:00,2025-01-21 19:17:55.575111,2025-01-21 19:20:54.102994,2025-02-04,2025-02-05T19:20:54.102994,47.96,0.0,0.0,0.0,repaid,1,0,0,47.96,0.0,A,control
L669-2,669,2025-02-25T00:00:00,2025-02-25 02:05:11.710863,2025-02-25 02:37:50.824918,2025-03-11,2025-03-14T02:37:50.824918,72.72,0.0,1.0,0.0,repaid,3,0,0,72.72,0.0,A,control
L670-1,670,2025-03-18T00:00:00,2025-03-18 14:35:08.089633,2025-03-18 16:56:12.375745,2025-04-01,2025-04-02T16:56:12.375745,171.34,0.0,0.0,0.0,repaid,1,0,0,171.34,0.0,A,control
L671-1,671,2025-04-15T00:00:00,2025-04-15 04:09:56.937860,2025-04-15 07:53:38.193327,2025-04-29,2025-05-01T07:53:38.193327,140.08,0.0,0.0,0.0,repaid,2,0,1,140.08,0.0,A,control
L671-2,671,2025-04-23T00:00:00,,,,,215.14,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L672-1,672,2025-05-02T00:00:00,2025-05-02 03:38:40.965999,2025-05-02 07:35:33.452841,2025-05-16,2025-05-18T07:35:33.452841,129.72,0.0,0.0,0.0,repaid,2,0,0,129.72,0.0,A,social_proof
L673-1,673,2025-04-01T00:00:00,2025-04-01 06:41:24.757968,2025-04-01 09:00:19.630426,2025-04-15,,230.14,0.0,0.0,0.0,default,22,1,1,0.0,165.96,A,control
L674-1,674,2025-07-17T00:00:00,,,,,172.71,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,persuasive
L674-2,674,2025-06-28T00:00:00,,,,,186.42,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,persuasive
L678-1,678,2025-05-25T00:00:00,2025-05-25 09:35:22.947826,2025-05-25 12:08:57.377477,2025-06-08,2025-06-09T12:08:57.377477,90.81,0.0,0.0,0.0,repaid,1,0,1,90.81,0.0,A,persuasive
L678-2,678,2025-04-23T00:00:00,,,,,269.95,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,persuasive
L679-1,679,2025-07-17T00:00:00,2025-07-17 04:31:49.813350,2025-07-17 20:57:08.092104,2025-07-31,2025-07-31T20:57:08.092104,97.71,0.0,0.0,0.0,repaid,0,0,1,97.71,0.0,A,social_proof
L682-1,682,2025-04-21T00:00:00,,,,,158.29,1.78,0.0,2.99,requested,0,0,0,0.0,0.0,B,social_proof
L684-1,684,2025-01-21T00:00:00,2025-01-21 06:56:25.004670,2025-01-21 10:34:37.107848,2025-02-04,2025-02-09T10:34:37.107848,147.66,0.0,0.0,0.0,repaid,5,0,0,147.66,0.0,A,control
L684-2,684,2025-04-10T00:00:00,,,,,277.71,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L686-1,686,2025-05-14T00:00:00,2025-05-15 03:54:57.162707,2025-05-15 10:04:07.857368,2025-05-29,2025-05-31T10:04:07.857368,226.25,3.04,0.0,1.99,repaid,2,0,0,226.25,0.0,B,control
L686-2,686,2025-05-08T00:00:00,2025-05-08 00:33:26.752453,2025-05-08 10:39:23.461438,2025-05-22,2025-05-25T10:39:23.461438,135.28,1.83,0.0,0.0,repaid,3,0,0,135.28,0.0,B,control
L686-3,686,2025-06-12T00:00:00,2025-06-12 04:49:58.385067,2025-06-12 06:57:39.262947,2025-06-26,2025-06-26T06:57:39.262947,42.68,0.81,0.0,1.99,repaid,0,0,0,42.68,0.0,B,control
L686-4,686,2025-05-24T00:00:00,2025-05-24 02:00:48.306312,2025-05-24 07:13:03.321069,2025-06-07,,118.15,1.5,0.0,2.99,default,34,1,0,0.0,111.76,B,control
L686-5,686,2025-07-08T00:00:00,2025-07-08 11:02:44.090852,2025-07-08 22:42:42.574314,2025-07-22,2025-07-23T22:42:42.574314,61.51,1.24,0.0,1.99,repaid,1,0,1,61.51,0.0,B,control
L689-1,689,2025-06-20T00:00:00,,,,,131.05,1.53,0.0,0.0,requested,0,0,1,0.0,0.0,B,persuasive
L690-1,690,2025-06-01T00:00:00,2025-06-03 12:28:23.679684,2025-06-03 19:15:51.294842,2025-06-17,2025-06-19T19:15:51.294842,96.76,1.37,0.0,0.0,repaid,2,0,1,96.76,0.0,B,social_proof
L690-2,690,2025-07-29T00:00:00,,,,,58.77,0.92,0.0,0.0,requested,0,0,1,0.0,0.0,B,social_proof
L691-1,691,2025-07-23T00:00:00,2025-07-23 00:22:36.265634,2025-07-23 05:24:07.089481,2025-08-06,2025-08-06T05:24:07.089481,150.91,1.86,2.0,0.0,repaid,0,0,1,150.91,0.0,B,persuasive
L695-1,695,2025-04-12T00:00:00,2025-04-13 02:21:08.955670,2025-04-13 11:05:03.803687,2025-04-27,2025-04-28T11:05:03.803687,139.87,0.0,0.0,0.0,repaid,1,0,1,139.87,0.0,A,control
L696-1,696,2025-05-20T00:00:00,2025-05-21 04:17:43.824498,2025-05-21 09:06:34.257602,2025-06-04,2025-06-06T09:06:34.257602,100.22,0.0,0.0,0.0,repaid,2,0,0,100.22,0.0,A,control
L699-1,699,2025-03-22T00:00:00,2025-03-24 03:28:19.663854,2025-03-24 06:57:42.186289,2025-04-07,2025-04-11T06:57:42.186289,241.91,0.0,0.0,0.0,repaid,4,0,1,241.91,0.0,A,control
L699-2,699,2025-03-23T00:00:00,,,,,133.86,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L702-1,702,2025-06-19T00:00:00,2025-06-19 13:14:06.926165,2025-06-19 16:32:20.384578,2025-07-03,,213.06,0.0,0.0,0.0,default,18,1,1,0.0,185.96,A,control
L703-1,703,2025-07-29T00:00:00,,,,,40.0,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L705-1,705,2025-07-12T00:00:00,,,,,193.63,2.14,0.0,0.0,requested,0,0,0,0.0,0.0,B,persuasive
L706-1,706,2025-02-05T00:00:00,2025-02-05 18:09:40.939286,2025-02-05 19:27:25.775723,2025-02-19,2025-02-19T19:27:25.775723,89.11,0.0,0.0,0.0,repaid,0,0,1,89.11,0.0,A,control
L710-1,710,2025-03-16T00:00:00,2025-03-16 01:47:13.742230,2025-03-16 07:34:11.664404,2025-03-30,2025-03-30T07:34:11.664404,60.39,0.0,0.0,0.0,repaid,0,0,1,60.39,0.0,A,control
L711-1,711,2025-01-29T00:00:00,,,,,165.84,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L711-2,711,2025-01-25T00:00:00,2025-01-25 06:14:00.748808,2025-01-25 12:10:27.413589,2025-02-08,2025-02-09T12:10:27.413589,175.31,0.0,3.0,0.0,repaid,1,0,0,175.31,0.0,A,control
L712-1,712,2025-07-30T00:00:00,2025-07-30 06:46:58.074425,2025-07-30 06:58:16.879198,2025-08-13,2025-08-16T06:58:16.879198,79.76,0.0,0.0,0.0,repaid,3,0,1,79.76,0.0,A,persuasive
L714-1,714,2025-06-14T00:00:00,2025-06-14 14:12:31.205161,2025-06-14 19:38:30.288198,2025-06-28,2025-06-28T19:38:30.288198,209.68,0.0,0.0,0.0,repaid,0,0,0,209.68,0.0,A,control
L714-2,714,2025-06-15T00:00:00,2025-06-15 11:20:05.508668,2025-06-15 12:33:31.500834,2025-06-29,,152.6,0.0,0.0,0.0,default,7,1,1,0.0,118.87,A,control
L714-3,714,2025-04-29T00:00:00,2025-04-29 03:17:14.789446,2025-04-29 07:13:43.170134,2025-05-13,2025-05-13T07:13:43.170134,183.55,0.0,0.0,0.0,repaid,0,0,1,183.55,0.0,A,control
L716-1,716,2025-02-20T00:00:00,2025-02-20 02:01:19.186037,2025-02-20 02:10:29.521407,2025-03-06,2025-03-07T02:10:29.521407,123.05,0.0,0.0,0.0,repaid,1,0,0,123.05,0.0,A,control
L717-1,717,2025-03-29T00:00:00,,,,,80.28,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L719-1,719,2025-01-14T00:00:00,2025-01-14 01:30:26.908170,2025-01-14 02:38:34.180670,2025-01-28,2025-01-30T02:38:34.180670,179.96,0.0,0.0,0.0,repaid,2,0,1,179.96,0.0,A,control
L719-2,719,2025-02-02T00:00:00,,,,,232.77,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L720-1,720,2025-05-25T00:00:00,2025-05-25 04:34:14.810677,2025-05-25 06:06:48.179257,2025-06-08,,104.25,0.0,0.0,0.0,default,23,1,1,0.0,90.88,A,control
L720-2,720,2025-06-17T00:00:00,2025-06-18 02:53:46.711558,2025-06-18 18:25:34.990342,2025-07-02,2025-07-06T18:25:34.990342,87.01,0.0,0.0,0.0,repaid,4,0,1,87.01,0.0,A,control
L721-1,721,2025-07-17T00:00:00,2025-07-17 11:50:22.916220,2025-07-17 13:23:50.350124,2025-07-31,2025-08-02T13:23:50.350124,113.46,1.2,0.0,2.99,repaid,2,0,0,113.46,0.0,B,social_proof
L722-1,722,2025-04-21T00:00:00,2025-04-21 19:36:33.315913,2025-04-21 21:23:02.370970,2025-05-05,,82.83,0.0,0.0,0.0,default,16,1,0,0.0,52.39,A,control
L723-1,723,2025-07-06T00:00:00,,,,,165.06,1.92,0.0,0.0,requested,0,0,0,0.0,0.0,B,persuasive
L724-1,724,2025-06-18T00:00:00,,,,,70.59,1.1,0.0,0.0,requested,0,0,1,0.0,0.0,B,control
L724-2,724,2025-07-05T00:00:00,2025-07-05 12:14:28.816938,2025-07-05 12:43:13.375841,2025-07-19,2025-07-19T12:43:13.375841,109.91,1.36,0.0,2.99,repaid,0,0,1,109.91,0.0,B,control
L725-1,725,2025-04-27T00:00:00,2025-04-27 10:47:15.870373,2025-04-27 17:04:27.491742,2025-05-11,2025-05-11T17:04:27.491742,40.0,0.88,0.0,0.0,repaid,0,0,1,40.0,0.0,B,social_proof
L725-2,725,2025-07-24T00:00:00,,,,,82.56,1.17,0.0,1.99,requested,0,0,0,0.0,0.0,B,social_proof
L725-3,725,2025-05-21T00:00:00,,,,,184.12,2.07,0.0,0.0,requested,0,0,1,0.0,0.0,B,social_proof
L725-4,725,2025-07-29T00:00:00,,,,,76.43,1.03,0.0,0.0,requested,0,0,1,0.0,0.0,B,social_proof
L728-1,728,2025-03-10T00:00:00,,,,,48.56,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L728-2,728,2025-02-19T00:00:00,,,,,110.4,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L729-1,729,2025-07-17T00:00:00,2025-07-17 00:04:11.722980,2025-07-17 01:51:07.742597,2025-07-31,2025-07-31T01:51:07.742597,118.88,1.44,2.0,0.0,repaid,0,0,1,118.88,0.0,B,persuasive
L729-3,729,2025-07-22T00:00:00,2025-07-22 06:30:45.517930,2025-07-23 00:24:58.095080,2025-08-06,2025-08-06T00:24:58.095080,58.16,1.05,0.0,0.0,repaid,0,0,1,58.16,0.0,B,persuasive
L730-1,730,2025-06-08T00:00:00,2025-06-08 07:19:19.588859,2025-06-08 09:54:37.550663,2025-06-22,2025-06-24T09:54:37.550663,190.63,2.57,0.0,0.0,repaid,2,0,1,190.63,0.0,B,control
L733-1,733,2025-01-29T00:00:00,2025-01-29 00:31:45.760665,2025-01-29 06:54:19.336919,2025-02-12,2025-02-15T06:54:19.336919,201.64,0.0,0.0,0.0,repaid,3,0,1,201.64,0.0,A,control
L734-1,734,2025-03-19T00:00:00,,,,,114.88,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L734-2,734,2025-04-30T00:00:00,2025-04-30 00:48:05.218884,2025-04-30 02:04:46.573355,2025-05-14,,48.32,0.0,0.0,0.0,default,12,1,1,0.0,32.05,A,control
L734-3,734,2025-05-21T00:00:00,,,,,153.11,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L739-1,739,2025-05-23T00:00:00,2025-05-23 08:05:13.049129,2025-05-23 14:31:41.013871,2025-06-06,2025-06-09T14:31:41.013871,186.13,2.52,0.0,1.99,repaid,3,0,0,186.13,0.0,B,control
L740-1,740,2025-02-23T00:00:00,,,,,84.83,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L741-1,741,2025-05-09T00:00:00,2025-05-09 19:20:30.753553,2025-05-09 23:40:09.866886,2025-05-23,2025-05-26T23:40:09.866886,185.23,2.24,0.0,1.99,repaid,3,0,0,185.23,0.0,B,control
L742-1,742,2025-05-16T00:00:00,,,,,287.83,3.05,0.0,1.99,requested,0,0,0,0.0,0.0,B,social_proof
L743-1,743,2025-02-03T00:00:00,2025-02-03 01:14:58.519787,2025-02-03 01:48:31.834876,2025-02-17,2025-02-18T01:48:31.834876,49.29,0.0,0.0,0.0,repaid,1,0,0,49.29,0.0,A,control
L746-1,746,2025-05-04T00:00:00,,,,,190.59,2.29,0.0,1.99,requested,0,0,1,0.0,0.0,B,social_proof
L747-1,747,2025-03-27T00:00:00,2025-03-29 16:18:37.408320,2025-03-31 06:32:55.874406,2025-04-14,2025-04-14T06:32:55.874406,129.53,1.49,0.0,1.99,repaid,0,0,0,129.53,0.0,B,control
L747-2,747,2025-04-03T00:00:00,,,,,130.42,1.59,0.0,0.0,requested,0,0,1,0.0,0.0,B,control
L748-1,748,2025-06-07T00:00:00,2025-06-07 07:24:36.164452,2025-06-07 12:55:14.581848,2025-06-21,2025-06-21T12:55:14.581848,74.5,0.0,0.0,0.0,repaid,0,0,0,74.5,0.0,A,control
L749-1,749,2025-07-14T00:00:00,2025-07-15 04:12:55.030818,2025-07-15 12:44:01.567678,2025-07-29,2025-07-29T12:44:01.567678,102.67,0.0,0.0,0.0,repaid,0,0,1,102.67,0.0,A,control
L749-2,749,2025-07-23T00:00:00,,,,,120.74,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L750-1,750,2025-03-22T00:00:00,2025-03-22 05:54:58.700191,2025-03-22 11:03:05.904456,2025-04-05,2025-04-07T11:03:05.904456,223.59,0.0,0.0,0.0,repaid,2,0,0,223.59,0.0,A,control
L750-2,750,2025-04-25T00:00:00,2025-04-25 04:05:13.645351,2025-04-25 05:56:48.451293,2025-05-09,2025-05-10T05:56:48.451293,60.19,0.0,0.0,0.0,repaid,1,0,0,60.19,0.0,A,control
L750-3,750,2025-05-26T00:00:00,2025-05-26 22:21:04.902754,2025-05-27 03:02:43.042744,2025-06-10,2025-06-13T03:02:43.042744,161.27,0.0,0.0,0.0,repaid,3,0,1,161.27,0.0,A,control
L751-1,751,2025-04-17T00:00:00,2025-04-17 05:27:58.241309,2025-04-17 12:14:15.546086,2025-05-01,2025-05-02T12:14:15.546086,51.53,0.0,0.0,0.0,repaid,1,0,0,51.53,0.0,A,persuasive
L751-2,751,2025-04-21T00:00:00,2025-04-21 10:09:04.412343,2025-04-21 16:48:40.257576,2025-05-05,2025-05-07T16:48:40.257576,163.03,0.0,5.0,0.0,repaid,2,0,0,163.03,0.0,A,persuasive
L752-1,752,2025-05-23T00:00:00,2025-05-23 06:51:52.427991,2025-05-24 00:26:05.977188,2025-06-07,,170.04,0.0,2.0,0.0,default,10,1,0,0.0,118.66,A,control
L755-1,755,2025-01-25T00:00:00,2025-01-25 05:56:10.430690,2025-01-25 09:06:18.878826,2025-02-08,,164.24,0.0,0.0,0.0,default,27,1,1,0.0,111.87,A,control
L756-1,756,2025-03-12T00:00:00,2025-03-12 05:19:55.692371,2025-03-12 06:48:14.004891,2025-03-26,,97.7,0.0,0.0,0.0,default,26,1,1,0.0,62.56,A,control
L756-2,756,2025-02-18T00:00:00,2025-02-18 00:08:01.161626,2025-02-18 09:42:09.387912,2025-03-04,2025-03-07T09:42:09.387912,211.13,0.0,0.0,0.0,repaid,3,0,1,211.13,0.0,A,control
L757-1,757,2025-04-24T00:00:00,2025-04-24 06:18:20.807250,2025-04-24 12:46:57.332478,2025-05-08,2025-05-08T12:46:57.332478,80.68,0.0,0.0,0.0,repaid,0,0,1,80.68,0.0,A,persuasive
L758-1,758,2025-05-19T00:00:00,2025-05-19 00:45:07.328768,2025-05-19 04:08:20.776326,2025-06-02,,196.91,0.0,0.0,0.0,default,12,1,0,0.0,147.52,A,persuasive
L758-2,758,2025-05-27T00:00:00,,,,,226.64,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,persuasive
L759-1,759,2025-05-17T00:00:00,2025-05-17 07:11:08.850462,2025-05-17 13:22:28.455733,2025-05-31,,187.16,0.0,0.0,0.0,default,8,1,1,0.0,177.2,A,persuasive
L759-2,759,2025-04-28T00:00:00,2025-04-28 00:29:15.726331,2025-04-28 00:39:01.556155,2025-05-12,2025-05-15T00:39:01.556155,40.0,0.0,0.0,0.0,repaid,3,0,0,40.0,0.0,A,persuasive
L763-1,763,2025-01-22T00:00:00,2025-01-22 12:55:57.243508,2025-01-22 14:18:13.009334,2025-02-05,,207.43,0.0,0.0,0.0,default,24,1,0,0.0,145.84,A,control
L763-2,763,2025-02-08T00:00:00,,,,,114.9,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L763-3,763,2025-03-03T00:00:00,2025-03-03 09:18:24.951816,2025-03-03 14:06:27.744228,2025-03-17,2025-03-19T14:06:27.744228,228.95,0.0,0.0,0.0,repaid,2,0,1,228.95,0.0,A,control
L763-5,763,2025-03-14T00:00:00,2025-03-14 13:40:59.558687,2025-03-14 18:03:28.820649,2025-03-28,2025-03-28T18:03:28.820649,91.38,0.0,0.0,0.0,repaid,0,0,1,91.38,0.0,A,control
L764-1,764,2025-05-17T00:00:00,2025-05-18 17:38:25.236498,2025-05-19 16:40:39.981489,2025-06-02,2025-06-02T16:40:39.981489,124.55,1.83,0.0,0.0,repaid,0,0,0,124.55,0.0,B,control
L764-2,764,2025-06-19T00:00:00,2025-06-19 02:33:33.560691,2025-06-19 03:18:56.783548,2025-07-03,,209.25,2.82,2.0,1.99,default,29,1,1,0.0,197.86,B,control
L766-1,766,2025-05-13T00:00:00,,,,,92.79,1.49,0.0,2.99,requested,0,0,0,0.0,0.0,B,control
L767-1,767,2025-03-14T00:00:00,2025-03-14 13:59:48.962330,2025-03-14 14:01:14.708403,2025-03-28,2025-03-31T14:01:14.708403,76.31,0.0,0.0,0.0,repaid,3,0,0,76.31,0.0,A,control
L767-2,767,2025-05-01T00:00:00,2025-05-01 14:32:21.909964,2025-05-01 23:10:23.729532,2025-05-15,2025-05-15T23:10:23.729532,102.54,0.0,0.0,0.0,repaid,0,0,0,102.54,0.0,A,control
L769-1,769,2025-03-03T00:00:00,2025-03-05 01:23:44.754974,2025-03-05 07:04:20.432441,2025-03-19,,67.09,0.0,0.0,0.0,default,24,1,0,0.0,62.41,A,control
L769-2,769,2025-03-04T00:00:00,2025-03-04 05:32:20.598594,2025-03-04 11:36:27.312576,2025-03-18,2025-03-18T11:36:27.312576,77.07,0.0,2.0,0.0,repaid,0,0,0,77.07,0.0,A,control
L769-3,769,2025-05-19T00:00:00,,,,,127.25,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L769-4,769,2025-05-14T00:00:00,,,,,132.24,0.0,0.0,0.0,requested,0,0,0,0.0,0.0,A,control
L770-1,770,2025-06-10T00:00:00,2025-06-10 06:12:22.570066,2025-06-10 11:40:03.698671,2025-06-24,2025-06-25T11:40:03.698671,57.68,0.0,2.0,0.0,repaid,1,0,1,57.68,0.0,A,persuasive
L770-2,770,2025-06-16T00:00:00,2025-06-16 12:29:01.497677,2025-06-16 16:23:37.248470,2025-06-30,,40.0,0.0,0.0,0.0,default,18,1,0,0.0,33.27,A,persuasive
L773-1,773,2025-05-29T00:00:00,2025-05-30 02:56:02.513376,2025-05-30 05:05:20.134964,2025-06-13,2025-06-13T05:05:20.134964,161.72,2.01,0.0,0.0,repaid,0,0,0,161.72,0.0,B,social_proof
L774-1,774,2025-06-25T00:00:00,,,,,140.28,1.8,0.0,0.0,requested,0,0,0,0.0,0.0,B,control
L775-1,775,2025-07-07T00:00:00,2025-07-07 01:58:16.446152,2025-07-07 19:07:25.366493,2025-07-21,2025-07-21T19:07:25.366493,135.36,0.0,0.0,0.0,repaid,0,0,1,135.36,0.0,A,social_proof
L777-1,777,2025-02-16T00:00:00,2025-02-16 15:33:59.677017,2025-02-17 19:42:32.342592,2025-03-03,2025-03-04T19:42:32.342592,103.67,0.0,0.0,0.0,repaid,1,0,1,103.67,0.0,A,control
L777-2,777,2025-03-08T00:00:00,2025-03-08 09:25:40.486438,2025-03-08 12:55:07.890781,2025-03-22,,40.0,0.0,0.0,0.0,default,24,1,0,0.0,32.83,A,control
L778-1,778,2025-05-14T00:00:00,2025-05-14 02:42:10.808426,2025-05-14 10:31:30.715973,2025-05-28,2025-05-29T10:31:30.715973,119.44,0.0,0.0,0.0,repaid,1,0,1,119.44,0.0,A,control
L780-2,780,2025-06-28T00:00:00,2025-06-28 16:50:09.623749,2025-06-29 13:16:27.174789,2025-07-13,2025-07-15T13:16:27.174789,57.81,0.0,0.0,0.0,repaid,2,0,1,57.81,0.0,A,control
L781-1,781,2025-04-25T00:00:00,2025-04-25 01:44:56.408077,2025-04-25 10:58:28.742311,2025-05-09,2025-05-10T10:58:28.742311,161.24,2.13,0.0,0.0,repaid,1,0,1,161.24,0.0,B,persuasive
L781-2,781,2025-04-23T00:00:00,2025-04-23 02:26:43.138418,2025-04-23 14:11:03.862344,2025-05-07,2025-05-08T14:11:03.862344,208.53,2.62,0.0,0.0,repaid,1,0,1,208.53,0.0,B,persuasive
L781-3,781,2025-07-09T00:00:00,2025-07-09 09:21:07.407930,2025-07-09 10:41:05.766551,2025-07-23,2025-07-25T10:41:05.766551,122.3,1.34,0.0,0.0,repaid,2,0,0,122.3,0.0,B,persuasive
L783-1,783,2025-04-27T00:00:00,,,,,145.29,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,social_proof
L787-1,787,2025-06-09T00:00:00,2025-06-10 03:23:30.114426,2025-06-10 21:25:11.034647,2025-06-24,2025-06-28T21:25:11.034647,201.63,2.23,0.0,0.0,repaid,4,0,1,201.63,0.0,B,control
L790-1,790,2025-04-05T00:00:00,2025-04-05 01:04:20.042455,2025-04-05 01:58:26.182060,2025-04-19,,100.81,1.16,0.0,1.99,default,17,1,0,0.0,87.22,B,control
L791-1,791,2025-07-06T00:00:00,2025-07-06 07:25:09.696617,2025-07-06 07:49:19.513255,2025-07-20,2025-07-23T07:49:19.513255,150.06,1.36,0.0,0.0,repaid,3,0,1,150.06,0.0,B,social_proof
L791-2,791,2025-07-04T00:00:00,,,,,195.85,2.4,0.0,1.99,requested,0,0,0,0.0,0.0,B,social_proof
L791-3,791,2025-06-07T00:00:00,2025-06-07 05:53:34.296115,2025-06-07 12:46:58.424768,2025-06-21,2025-06-21T12:46:58.424768,173.68,1.99,0.0,0.0,repaid,0,0,0,173.68,0.0,B,social_proof
L792-1,792,2025-02-01T00:00:00,,,,,87.85,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L792-2,792,2025-03-04T00:00:00,,,,,96.6,0.0,0.0,0.0,requested,0,0,1,0.0,0.0,A,control
L792-3,792,2025-02-13T00:00:00,2025-02-13 02:56:54.282311,2025-02-13 21:22:35.554432,2025-02-27,2025-02-27T21:22:35.554432,149.05,0.0,0.0,0.0,repaid,0,0,0,149.05,0.0,A,control
L792-4,792,2025-04-18T00:00:00,2025-04-18 01:09:22.339160,2025-04-18 07:53:25.222547,2025-05-02,2025-05-02T07:53:25.222547,189.62,0.0,0.0,0.0,repaid,0,0,1,189.62,0.0,A,control
L795-1,795,2025-05-11T00:00:00,2025-05-11 13:40:49.351161,2025-05-11 16:59:47.603130,2025-05-25,2025-05-25T16:59:47.603130,147.37,2.16,1.0,0.0,repaid,0,0,0,147.37,0.0,B,control
L795-2,795,2025-06-01T00:00:00,2025-06-01 02:42:39.670914,2025-06-01 06:19:26.706761,2025-06-15,2025-06-19T06:19:26.706761,290.44,3.59,0.0,0.0,repaid,4,0,1,290.44,0.0,B,control
L796-1,796,2025-01-26T00:00:00,2025-01-26 07:06:08.788720,2025-01-26 10:29:49.465026,2025-02-09,,44.69,0.0,0.0,0.0,default,5,1,0,0.0,30.39,A,control
L799-1,799,2025-04-05T00:00:00,,,,,75.25,1.08,0.0,2.99,requested,0,0,1,0.0,0.0,B,persuasive
L799-2,799,2025-04-12T00:00:00,2025-04-12 23:50:23.834556,2025-04-13 04:13:58.984965,2025-04-27,,162.99,1.7,0.0,0.0,default,26,1,0,0.0,153.71,B,persuasive
L801-1,801,2025-04-25T00:00:00,2025-04-25 13:00:42.613752,2025-04-25 14:32:13.481126,2025-05-09,,70.64,1.0,0.0,2.99,default,28,1,0,0.0,50.58,B,social_proof
L801-3,801,2025-04-30T00:00:00,,,,,147.7,1.54,0.0,0.0,requested,0,0,0,0.0,0.0,B,social_proof
L802-1,802,2025-07-16T00:00:00,2025-07-16 00:30:48.931540,2025-07-16 01:55:16.815217,2025-07-30,2025-07-31T01:55:16.815217,98.88,1.56,0.0,0.0,repaid,1,0,0,98.88,0.0,B,control
L802-2,802,2025-07-04T00:00:00,,,,,113.19,1.47,0.0,1.99,requested,0,0,1,0.0,0.0,B,control
L803-1,803,2025-07-27T00:00:00,2025-07-27 08:16:56.216998,2025-07-27 09:24:40.418748,2025-08-10,2025-08-12T09:24:40.418748,79.28,0.0,0.0,0.0,repaid,2,0,1,79.28,0.0,A,control
L804-1,804,2025-01-20T00:00:00,2025-01-21 14:04:20.483289,2025-01-21 18:29:51.966386,2025-02-04,2025-02-04T18:29:51.966386,106.31,0.0,0.0,0.0,repaid,0,0,1,106.31,0.0,A,control
