assignment_id,user_id,experiment_name,variant,assigned_at
1437-TipPrompt_2025Q2,1437,TipPrompt_2025Q2,persuasive,2025-06-01T00:00:00
1438-PriceTest_2025Q2,1438,PriceTest_2025Q2,B,2025-06-24T00:00:00
1438-TipPrompt_2025Q2,1438,TipPrompt_2025Q2,persuasive,2025-06-24T00:00:00
1439-TipPrompt_2025Q2,1439,TipPrompt_2025Q2,social_proof,2025-07-06T00:00:00
1440-TipPrompt_2025Q2,1440,TipPrompt_2025Q2,control,2025-07-01T00:00:00
1441-PriceTest_2025Q2,1441,PriceTest_2025Q2,B,2025-04-23T00:00:00
1441-TipPrompt_2025Q2,1441,TipPrompt_2025Q2,control,2025-04-23T00:00:00
1442-PriceTest_2025Q2,1442,PriceTest_2025Q2,A,2025-06-27T00:00:00
1442-TipPrompt_2025Q2,1442,TipPrompt_2025Q2,social_proof,2025-06-27T00:00:00
1444-PriceTest_2025Q2,1444,PriceTest_2025Q2,A,2025-06-22T00:00:00
1444-TipPrompt_2025Q2,1444,TipPrompt_2025Q2,persuasive,2025-06-22T00:00:00
1447-PriceTest_2025Q2,1447,PriceTest_2025Q2,B,2025-06-18T00:00:00
1447-TipPrompt_2025Q2,1447,TipPrompt_2025Q2,control,2025-06-18T00:00:00
1448-TipPrompt_2025Q2,1448,TipPrompt_2025Q2,social_proof,2025-07-03T00:00:00
1451-PriceTest_2025Q2,1451,PriceTest_2025Q2,A,2025-06-03T00:00:00
1451-TipPrompt_2025Q2,1451,TipPrompt_2025Q2,persuasive,2025-06-03T00:00:00
1452-PriceTest_2025Q2,1452,PriceTest_2025Q2,A,2025-05-30T00:00:00
1452-TipPrompt_2025Q2,1452,TipPrompt_2025Q2,control,2025-05-30T00:00:00
1453-PriceTest_2025Q2,1453,PriceTest_2025Q2,A,2025-05-17T00:00:00
1453-TipPrompt_2025Q2,1453,TipPrompt_2025Q2,control,2025-05-17T00:00:00
1454-PriceTest_2025Q2,1454,PriceTest_2025Q2,B,2025-05-20T00:00:00
1454-TipPrompt_2025Q2,1454,TipPrompt_2025Q2,control,2025-05-20T00:00:00
1456-PriceTest_2025Q2,1456,PriceTest_2025Q2,A,2025-06-29T00:00:00
1456-TipPrompt_2025Q2,1456,TipPrompt_2025Q2,control,2025-06-29T00:00:00
1458-PriceTest_2025Q2,1458,PriceTest_2025Q2,B,2025-06-18T00:00:00
1458-TipPrompt_2025Q2,1458,TipPrompt_2025Q2,persuasive,2025-06-18T00:00:00
1460-PriceTest_2025Q2,1460,PriceTest_2025Q2,A,2025-05-25T00:00:00
1460-TipPrompt_2025Q2,1460,TipPrompt_2025Q2,persuasive,2025-05-25T00:00:00
1461-TipPrompt_2025Q2,1461,TipPrompt_2025Q2,persuasive,2025-07-12T00:00:00
1466-PriceTest_2025Q2,1466,PriceTest_2025Q2,A,2025-04-25T00:00:00
1466-TipPrompt_2025Q2,1466,TipPrompt_2025Q2,social_proof,2025-04-25T00:00:00
1467-PriceTest_2025Q2,1467,PriceTest_2025Q2,B,2025-04-11T00:00:00
1467-TipPrompt_2025Q2,1467,TipPrompt_2025Q2,persuasive,2025-04-11T00:00:00
1469-PriceTest_2025Q2,1469,PriceTest_2025Q2,A,2025-03-30T00:00:00
1470-PriceTest_2025Q2,1470,PriceTest_2025Q2,B,2025-05-04T00:00:00
1470-TipPrompt_2025Q2,1470,TipPrompt_2025Q2,social_proof,2025-05-04T00:00:00
1471-PriceTest_2025Q2,1471,PriceTest_2025Q2,A,2025-03-17T00:00:00
1473-TipPrompt_2025Q2,1473,TipPrompt_2025Q2,social_proof,2025-07-06T00:00:00
1474-PriceTest_2025Q2,1474,PriceTest_2025Q2,B,2025-03-31T00:00:00
1475-PriceTest_2025Q2,1475,PriceTest_2025Q2,A,2025-03-29T00:00:00
1477-PriceTest_2025Q2,1477,PriceTest_2025Q2,B,2025-05-14T00:00:00
1477-TipPrompt_2025Q2,1477,TipPrompt_2025Q2,control,2025-05-14T00:00:00
1478-PriceTest_2025Q2,1478,PriceTest_2025Q2,B,2025-03-31T00:00:00
1480-TipPrompt_2025Q2,1480,TipPrompt_2025Q2,persuasive,2025-07-04T00:00:00
1481-PriceTest_2025Q2,1481,PriceTest_2025Q2,A,2025-03-23T00:00:00
1482-PriceTest_2025Q2,1482,PriceTest_2025Q2,A,2025-03-18T00:00:00
1485-PriceTest_2025Q2,1485,PriceTest_2025Q2,A,2025-06-15T00:00:00
1485-TipPrompt_2025Q2,1485,TipPrompt_2025Q2,persuasive,2025-06-15T00:00:00
1486-PriceTest_2025Q2,1486,PriceTest_2025Q2,A,2025-06-23T00:00:00
1486-TipPrompt_2025Q2,1486,TipPrompt_2025Q2,control,2025-06-23T00:00:00
1487-TipPrompt_2025Q2,1487,TipPrompt_2025Q2,social_proof,2025-07-09T00:00:00
1488-PriceTest_2025Q2,1488,PriceTest_2025Q2,A,2025-05-13T00:00:00
1488-TipPrompt_2025Q2,1488,TipPrompt_2025Q2,persuasive,2025-05-13T00:00:00
1489-PriceTest_2025Q2,1489,PriceTest_2025Q2,B,2025-05-22T00:00:00
1489-TipPrompt_2025Q2,1489,TipPrompt_2025Q2,control,2025-05-22T00:00:00
1490-PriceTest_2025Q2,1490,PriceTest_2025Q2,B,2025-03-26T00:00:00
1491-PriceTest_2025Q2,1491,PriceTest_2025Q2,B,2025-04-29T00:00:00
1491-TipPrompt_2025Q2,1491,TipPrompt_2025Q2,social_proof,2025-04-29T00:00:00
1493-PriceTest_2025Q2,1493,PriceTest_2025Q2,B,2025-06-11T00:00:00
1493-TipPrompt_2025Q2,1493,TipPrompt_2025Q2,social_proof,2025-06-11T00:00:00
1495-PriceTest_2025Q2,1495,PriceTest_2025Q2,B,2025-04-12T00:00:00
1495-TipPrompt_2025Q2,1495,TipPrompt_2025Q2,persuasive,2025-04-12T00:00:00
1496-TipPrompt_2025Q2,1496,TipPrompt_2025Q2,social_proof,2025-07-08T00:00:00
1497-PriceTest_2025Q2,1497,PriceTest_2025Q2,B,2025-04-26T00:00:00
1497-TipPrompt_2025Q2,1497,TipPrompt_2025Q2,persuasive,2025-04-26T00:00:00
1498-PriceTest_2025Q2,1498,PriceTest_2025Q2,A,2025-04-10T00:00:00
1498-TipPrompt_2025Q2,1498,TipPrompt_2025Q2,social_proof,2025-04-10T00:00:00
1499-PriceTest_2025Q2,1499,PriceTest_2025Q2,B,2025-06-30T00:00:00
1499-TipPrompt_2025Q2,1499,TipPrompt_2025Q2,persuasive,2025-06-30T00:00:00
1501-TipPrompt_2025Q2,1501,TipPrompt_2025Q2,persuasive,2025-07-12T00:00:00
1502-PriceTest_2025Q2,1502,PriceTest_2025Q2,A,2025-05-28T00:00:00
1502-TipPrompt_2025Q2,1502,TipPrompt_2025Q2,control,2025-05-28T00:00:00
1504-PriceTest_2025Q2,1504,PriceTest_2025Q2,A,2025-04-04T00:00:00
1504-TipPrompt_2025Q2,1504,TipPrompt_2025Q2,control,2025-04-04T00:00:00
1507-PriceTest_2025Q2,1507,PriceTest_2025Q2,A,2025-06-21T00:00:00
1507-TipPrompt_2025Q2,1507,TipPrompt_2025Q2,persuasive,2025-06-21T00:00:00
1508-PriceTest_2025Q2,1508,PriceTest_2025Q2,A,2025-05-16T00:00:00
1508-TipPrompt_2025Q2,1508,TipPrompt_2025Q2,social_proof,2025-05-16T00:00:00
1509-PriceTest_2025Q2,1509,PriceTest_2025Q2,B,2025-06-02T00:00:00
1509-TipPrompt_2025Q2,1509,TipPrompt_2025Q2,persuasive,2025-06-02T00:00:00
1510-PriceTest_2025Q2,1510,PriceTest_2025Q2,A,2025-06-06T00:00:00
1510-TipPrompt_2025Q2,1510,TipPrompt_2025Q2,control,2025-06-06T00:00:00
1511-PriceTest_2025Q2,1511,PriceTest_2025Q2,B,2025-05-31T00:00:00
1511-TipPrompt_2025Q2,1511,TipPrompt_2025Q2,social_proof,2025-05-31T00:00:00
1512-PriceTest_2025Q2,1512,PriceTest_2025Q2,A,2025-03-31T00:00:00
1513-PriceTest_2025Q2,1513,PriceTest_2025Q2,B,2025-04-28T00:00:00
1513-TipPrompt_2025Q2,1513,TipPrompt_2025Q2,control,2025-04-28T00:00:00
1515-PriceTest_2025Q2,1515,PriceTest_2025Q2,A,2025-06-07T00:00:00
1515-TipPrompt_2025Q2,1515,TipPrompt_2025Q2,control,2025-06-07T00:00:00
1516-PriceTest_2025Q2,1516,PriceTest_2025Q2,B,2025-06-22T00:00:00
1516-TipPrompt_2025Q2,1516,TipPrompt_2025Q2,persuasive,2025-06-22T00:00:00
1517-PriceTest_2025Q2,1517,PriceTest_2025Q2,A,2025-03-22T00:00:00
1520-PriceTest_2025Q2,1520,PriceTest_2025Q2,B,2025-04-06T00:00:00
1520-TipPrompt_2025Q2,1520,TipPrompt_2025Q2,control,2025-04-06T00:00:00
1521-PriceTest_2025Q2,1521,PriceTest_2025Q2,A,2025-05-11T00:00:00
1521-TipPrompt_2025Q2,1521,TipPrompt_2025Q2,control,2025-05-11T00:00:00
1522-PriceTest_2025Q2,1522,PriceTest_2025Q2,B,2025-04-18T00:00:00
1522-TipPrompt_2025Q2,1522,TipPrompt_2025Q2,persuasive,2025-04-18T00:00:00
1523-PriceTest_2025Q2,1523,PriceTest_2025Q2,B,2025-05-28T00:00:00
1523-TipPrompt_2025Q2,1523,TipPrompt_2025Q2,social_proof,2025-05-28T00:00:00
1524-PriceTest_2025Q2,1524,PriceTest_2025Q2,A,2025-04-19T00:00:00
1524-TipPrompt_2025Q2,1524,TipPrompt_2025Q2,persuasive,2025-04-19T00:00:00
1525-PriceTest_2025Q2,1525,PriceTest_2025Q2,B,2025-05-05T00:00:00
1525-TipPrompt_2025Q2,1525,TipPrompt_2025Q2,control,2025-05-05T00:00:00
1526-PriceTest_2025Q2,1526,PriceTest_2025Q2,B,2025-05-23T00:00:00
1526-TipPrompt_2025Q2,1526,TipPrompt_2025Q2,control,2025-05-23T00:00:00
1527-PriceTest_2025Q2,1527,PriceTest_2025Q2,B,2025-05-06T00:00:00
1527-TipPrompt_2025Q2,1527,TipPrompt_2025Q2,control,2025-05-06T00:00:00
1529-PriceTest_2025Q2,1529,PriceTest_2025Q2,B,2025-03-22T00:00:00
1530-PriceTest_2025Q2,1530,PriceTest_2025Q2,A,2025-06-08T00:00:00
1530-TipPrompt_2025Q2,1530,TipPrompt_2025Q2,control,2025-06-08T00:00:00
1531-PriceTest_2025Q2,1531,PriceTest_2025Q2,A,2025-04-02T00:00:00
1531-TipPrompt_2025Q2,1531,TipPrompt_2025Q2,control,2025-04-02T00:00:00
1532-PriceTest_2025Q2,1532,PriceTest_2025Q2,B,2025-05-05T00:00:00
1532-TipPrompt_2025Q2,1532,TipPrompt_2025Q2,persuasive,2025-05-05T00:00:00
1534-PriceTest_2025Q2,1534,PriceTest_2025Q2,B,2025-05-24T00:00:00
1534-TipPrompt_2025Q2,1534,TipPrompt_2025Q2,persuasive,2025-05-24T00:00:00
1535-PriceTest_2025Q2,1535,PriceTest_2025Q2,A,2025-04-15T00:00:00
1535-TipPrompt_2025Q2,1535,TipPrompt_2025Q2,control,2025-04-15T00:00:00
1536-PriceTest_2025Q2,1536,PriceTest_2025Q2,A,2025-04-17T00:00:00
1536-TipPrompt_2025Q2,1536,TipPrompt_2025Q2,persuasive,2025-04-17T00:00:00
1537-PriceTest_2025Q2,1537,PriceTest_2025Q2,A,2025-05-06T00:00:00
1537-TipPrompt_2025Q2,1537,TipPrompt_2025Q2,persuasive,2025-05-06T00:00:00
1540-PriceTest_2025Q2,1540,PriceTest_2025Q2,A,2025-03-16T00:00:00
1542-PriceTest_2025Q2,1542,PriceTest_2025Q2,A,2025-05-18T00:00:00
1542-TipPrompt_2025Q2,1542,TipPrompt_2025Q2,control,2025-05-18T00:00:00
1544-PriceTest_2025Q2,1544,PriceTest_2025Q2,A,2025-05-25T00:00:00
1544-TipPrompt_2025Q2,1544,TipPrompt_2025Q2,control,2025-05-25T00:00:00
1545-PriceTest_2025Q2,1545,PriceTest_2025Q2,A,2025-05-21T00:00:00
1545-TipPrompt_2025Q2,1545,TipPrompt_2025Q2,persuasive,2025-05-21T00:00:00
1546-PriceTest_2025Q2,1546,PriceTest_2025Q2,A,2025-05-27T00:00:00
1546-TipPrompt_2025Q2,1546,TipPrompt_2025Q2,persuasive,2025-05-27T00:00:00
1548-PriceTest_2025Q2,1548,PriceTest_2025Q2,B,2025-05-19T00:00:00
1548-TipPrompt_2025Q2,1548,TipPrompt_2025Q2,social_proof,2025-05-19T00:00:00
1549-TipPrompt_2025Q2,1549,TipPrompt_2025Q2,control,2025-07-14T00:00:00
1550-PriceTest_2025Q2,1550,PriceTest_2025Q2,B,2025-05-20T00:00:00
1550-TipPrompt_2025Q2,1550,TipPrompt_2025Q2,persuasive,2025-05-20T00:00:00
1551-PriceTest_2025Q2,1551,PriceTest_2025Q2,A,2025-04-19T00:00:00
1551-TipPrompt_2025Q2,1551,TipPrompt_2025Q2,social_proof,2025-04-19T00:00:00
1552-TipPrompt_2025Q2,1552,TipPrompt_2025Q2,control,2025-07-08T00:00:00
1553-PriceTest_2025Q2,1553,PriceTest_2025Q2,B,2025-03-18T00:00:00
1554-PriceTest_2025Q2,1554,PriceTest_2025Q2,B,2025-04-26T00:00:00
1554-TipPrompt_2025Q2,1554,TipPrompt_2025Q2,control,2025-04-26T00:00:00
1555-PriceTest_2025Q2,1555,PriceTest_2025Q2,A,2025-03-31T00:00:00
1556-PriceTest_2025Q2,1556,PriceTest_2025Q2,B,2025-04-23T00:00:00
1556-TipPrompt_2025Q2,1556,TipPrompt_2025Q2,persuasive,2025-04-23T00:00:00
1559-TipPrompt_2025Q2,1559,TipPrompt_2025Q2,control,2025-07-01T00:00:00
1564-PriceTest_2025Q2,1564,PriceTest_2025Q2,A,2025-05-26T00:00:00
1564-TipPrompt_2025Q2,1564,TipPrompt_2025Q2,social_proof,2025-05-26T00:00:00
1565-PriceTest_2025Q2,1565,PriceTest_2025Q2,A,2025-05-17T00:00:00
1565-TipPrompt_2025Q2,1565,TipPrompt_2025Q2,control,2025-05-17T00:00:00
1566-PriceTest_2025Q2,1566,PriceTest_2025Q2,B,2025-06-02T00:00:00
1566-TipPrompt_2025Q2,1566,TipPrompt_2025Q2,control,2025-06-02T00:00:00
1567-PriceTest_2025Q2,1567,PriceTest_2025Q2,A,2025-03-24T00:00:00
1568-PriceTest_2025Q2,1568,PriceTest_2025Q2,A,2025-03-16T00:00:00
1569-PriceTest_2025Q2,1569,PriceTest_2025Q2,A,2025-05-12T00:00:00
1569-TipPrompt_2025Q2,1569,TipPrompt_2025Q2,control,2025-05-12T00:00:00
1572-PriceTest_2025Q2,1572,PriceTest_2025Q2,A,2025-06-17T00:00:00
1572-TipPrompt_2025Q2,1572,TipPrompt_2025Q2,persuasive,2025-06-17T00:00:00
1573-PriceTest_2025Q2,1573,PriceTest_2025Q2,A,2025-06-29T00:00:00
1573-TipPrompt_2025Q2,1573,TipPrompt_2025Q2,persuasive,2025-06-29T00:00:00
1575-TipPrompt_2025Q2,1575,TipPrompt_2025Q2,social_proof,2025-07-02T00:00:00
1577-PriceTest_2025Q2,1577,PriceTest_2025Q2,A,2025-05-06T00:00:00
1577-TipPrompt_2025Q2,1577,TipPrompt_2025Q2,social_proof,2025-05-06T00:00:00
1578-PriceTest_2025Q2,1578,PriceTest_2025Q2,A,2025-05-28T00:00:00
1578-TipPrompt_2025Q2,1578,TipPrompt_2025Q2,social_proof,2025-05-28T00:00:00
1579-PriceTest_2025Q2,1579,PriceTest_2025Q2,A,2025-06-10T00:00:00
1579-TipPrompt_2025Q2,1579,TipPrompt_2025Q2,control,2025-06-10T00:00:00
1580-PriceTest_2025Q2,1580,PriceTest_2025Q2,A,2025-04-07T00:00:00
1580-TipPrompt_2025Q2,1580,TipPrompt_2025Q2,social_proof,2025-04-07T00:00:00
1582-PriceTest_2025Q2,1582,PriceTest_2025Q2,A,2025-04-14T00:00:00
1582-TipPrompt_2025Q2,1582,TipPrompt_2025Q2,social_proof,2025-04-14T00:00:00
1583-PriceTest_2025Q2,1583,PriceTest_2025Q2,A,2025-06-27T00:00:00
1583-TipPrompt_2025Q2,1583,TipPrompt_2025Q2,social_proof,2025-06-27T00:00:00
1584-PriceTest_2025Q2,1584,PriceTest_2025Q2,B,2025-04-27T00:00:00
1584-TipPrompt_2025Q2,1584,TipPrompt_2025Q2,control,2025-04-27T00:00:00
1585-PriceTest_2025Q2,1585,PriceTest_2025Q2,B,2025-03-25T00:00:00
1587-TipPrompt_2025Q2,1587,TipPrompt_2025Q2,persuasive,2025-07-07T00:00:00
1588-PriceTest_2025Q2,1588,PriceTest_2025Q2,B,2025-06-12T00:00:00
1588-TipPrompt_2025Q2,1588,TipPrompt_2025Q2,persuasive,2025-06-12T00:00:00
1592-PriceTest_2025Q2,1592,PriceTest_2025Q2,B,2025-05-07T00:00:00
1592-TipPrompt_2025Q2,1592,TipPrompt_2025Q2,control,2025-05-07T00:00:00
1593-PriceTest_2025Q2,1593,PriceTest_2025Q2,A,2025-03-24T00:00:00
1594-PriceTest_2025Q2,1594,PriceTest_2025Q2,A,2025-03-28T00:00:00
1595-PriceTest_2025Q2,1595,PriceTest_2025Q2,B,2025-05-25T00:00:00
1595-TipPrompt_2025Q2,1595,TipPrompt_2025Q2,control,2025-05-25T00:00:00
1597-PriceTest_2025Q2,1597,PriceTest_2025Q2,A,2025-06-24T00:00:00
1597-TipPrompt_2025Q2,1597,TipPrompt_2025Q2,social_proof,2025-06-24T00:00:00
1599-PriceTest_2025Q2,1599,PriceTest_2025Q2,A,2025-06-10T00:00:00
1599-TipPrompt_2025Q2,1599,TipPrompt_2025Q2,control,2025-06-10T00:00:00
1602-PriceTest_2025Q2,1602,PriceTest_2025Q2,B,2025-04-27T00:00:00
1602-TipPrompt_2025Q2,1602,TipPrompt_2025Q2,control,2025-04-27T00:00:00
1603-PriceTest_2025Q2,1603,PriceTest_2025Q2,A,2025-04-20T00:00:00
1603-TipPrompt_2025Q2,1603,TipPrompt_2025Q2,social_proof,2025-04-20T00:00:00
1604-PriceTest_2025Q2,1604,PriceTest_2025Q2,B,2025-06-26T00:00:00
1604-TipPrompt_2025Q2,1604,TipPrompt_2025Q2,control,2025-06-26T00:00:00
1605-PriceTest_2025Q2,1605,PriceTest_2025Q2,B,2025-06-16T00:00:00
1605-TipPrompt_2025Q2,1605,TipPrompt_2025Q2,control,2025-06-16T00:00:00
1609-PriceTest_2025Q2,1609,PriceTest_2025Q2,B,2025-04-06T00:00:00
1609-TipPrompt_2025Q2,1609,TipPrompt_2025Q2,social_proof,2025-04-06T00:00:00
1611-PriceTest_2025Q2,1611,PriceTest_2025Q2,A,2025-06-10T00:00:00
1611-TipPrompt_2025Q2,1611,TipPrompt_2025Q2,persuasive,2025-06-10T00:00:00
1612-TipPrompt_2025Q2,1612,TipPrompt_2025Q2,social_proof,2025-07-05T00:00:00
1613-PriceTest_2025Q2,1613,PriceTest_2025Q2,A,2025-04-20T00:00:00
1613-TipPrompt_2025Q2,1613,TipPrompt_2025Q2,control,2025-04-20T00:00:00
1614-PriceTest_2025Q2,1614,PriceTest_2025Q2,B,2025-06-30T00:00:00
1614-TipPrompt_2025Q2,1614,TipPrompt_2025Q2,persuasive,2025-06-30T00:00:00
1616-PriceTest_2025Q2,1616,PriceTest_2025Q2,A,2025-05-03T00:00:00
1616-TipPrompt_2025Q2,1616,TipPrompt_2025Q2,persuasive,2025-05-03T00:00:00
1618-PriceTest_2025Q2,1618,PriceTest_2025Q2,B,2025-05-13T00:00:00
1618-TipPrompt_2025Q2,1618,TipPrompt_2025Q2,social_proof,2025-05-13T00:00:00
1620-PriceTest_2025Q2,1620,PriceTest_2025Q2,B,2025-06-28T00:00:00
1620-TipPrompt_2025Q2,1620,TipPrompt_2025Q2,control,2025-06-28T00:00:00
1622-PriceTest_2025Q2,1622,PriceTest_2025Q2,A,2025-04-19T00:00:00
1622-TipPrompt_2025Q2,1622,TipPrompt_2025Q2,persuasive,2025-04-19T00:00:00
1623-PriceTest_2025Q2,1623,PriceTest_2025Q2,B,2025-05-03T00:00:00
1623-TipPrompt_2025Q2,1623,TipPrompt_2025Q2,control,2025-05-03T00:00:00
1627-PriceTest_2025Q2,1627,PriceTest_2025Q2,A,2025-04-05T00:00:00
1627-TipPrompt_2025Q2,1627,TipPrompt_2025Q2,persuasive,2025-04-05T00:00:00
1630-PriceTest_2025Q2,1630,PriceTest_2025Q2,A,2025-06-14T00:00:00
1630-TipPrompt_2025Q2,1630,TipPrompt_2025Q2,control,2025-06-14T00:00:00
1632-PriceTest_2025Q2,1632,PriceTest_2025Q2,A,2025-06-06T00:00:00
1632-TipPrompt_2025Q2,1632,TipPrompt_2025Q2,control,2025-06-06T00:00:00
1633-PriceTest_2025Q2,1633,PriceTest_2025Q2,B,2025-04-23T00:00:00
1633-TipPrompt_2025Q2,1633,TipPrompt_2025Q2,persuasive,2025-04-23T00:00:00
1634-TipPrompt_2025Q2,1634,TipPrompt_2025Q2,social_proof,2025-07-04T00:00:00
1635-PriceTest_2025Q2,1635,PriceTest_2025Q2,B,2025-06-10T00:00:00
1635-TipPrompt_2025Q2,1635,TipPrompt_2025Q2,persuasive,2025-06-10T00:00:00
1636-PriceTest_2025Q2,1636,PriceTest_2025Q2,A,2025-04-16T00:00:00
1636-TipPrompt_2025Q2,1636,TipPrompt_2025Q2,persuasive,2025-04-16T00:00:00
1639-TipPrompt_2025Q2,1639,TipPrompt_2025Q2,social_proof,2025-07-12T00:00:00
1640-PriceTest_2025Q2,1640,PriceTest_2025Q2,B,2025-05-31T00:00:00
1640-TipPrompt_2025Q2,1640,TipPrompt_2025Q2,persuasive,2025-05-31T00:00:00
1641-PriceTest_2025Q2,1641,PriceTest_2025Q2,A,2025-03-31T00:00:00
1642-PriceTest_2025Q2,1642,PriceTest_2025Q2,A,2025-03-22T00:00:00
1644-PriceTest_2025Q2,1644,PriceTest_2025Q2,A,2025-06-15T00:00:00
1644-TipPrompt_2025Q2,1644,TipPrompt_2025Q2,social_proof,2025-06-15T00:00:00
1647-PriceTest_2025Q2,1647,PriceTest_2025Q2,A,2025-06-18T00:00:00
1647-TipPrompt_2025Q2,1647,TipPrompt_2025Q2,control,2025-06-18T00:00:00
1649-TipPrompt_2025Q2,1649,TipPrompt_2025Q2,control,2025-07-11T00:00:00
1650-PriceTest_2025Q2,1650,PriceTest_2025Q2,A,2025-03-17T00:00:00
1652-PriceTest_2025Q2,1652,PriceTest_2025Q2,B,2025-05-07T00:00:00
1652-TipPrompt_2025Q2,1652,TipPrompt_2025Q2,social_proof,2025-05-07T00:00:00
1654-PriceTest_2025Q2,1654,PriceTest_2025Q2,B,2025-05-08T00:00:00
1654-TipPrompt_2025Q2,1654,TipPrompt_2025Q2,persuasive,2025-05-08T00:00:00
1655-PriceTest_2025Q2,1655,PriceTest_2025Q2,B,2025-05-16T00:00:00
1655-TipPrompt_2025Q2,1655,TipPrompt_2025Q2,persuasive,2025-05-16T00:00:00
1656-PriceTest_2025Q2,1656,PriceTest_2025Q2,A,2025-04-03T00:00:00
1656-TipPrompt_2025Q2,1656,TipPrompt_2025Q2,control,2025-04-03T00:00:00
1658-PriceTest_2025Q2,1658,PriceTest_2025Q2,B,2025-05-26T00:00:00
1658-TipPrompt_2025Q2,1658,TipPrompt_2025Q2,persuasive,2025-05-26T00:00:00
1659-PriceTest_2025Q2,1659,PriceTest_2025Q2,B,2025-04-04T00:00:00
1659-TipPrompt_2025Q2,1659,TipPrompt_2025Q2,persuasive,2025-04-04T00:00:00
1660-TipPrompt_2025Q2,1660,TipPrompt_2025Q2,persuasive,2025-07-15T00:00:00
1666-PriceTest_2025Q2,1666,PriceTest_2025Q2,A,2025-05-10T00:00:00
1666-TipPrompt_2025Q2,1666,TipPrompt_2025Q2,social_proof,2025-05-10T00:00:00
1667-PriceTest_2025Q2,1667,PriceTest_2025Q2,A,2025-06-10T00:00:00
1667-TipPrompt_2025Q2,1667,TipPrompt_2025Q2,social_proof,2025-06-10T00:00:00
1668-PriceTest_2025Q2,1668,PriceTest_2025Q2,A,2025-04-19T00:00:00
1668-TipPrompt_2025Q2,1668,TipPrompt_2025Q2,control,2025-04-19T00:00:00
1671-PriceTest_2025Q2,1671,PriceTest_2025Q2,A,2025-03-21T00:00:00
1672-PriceTest_2025Q2,1672,PriceTest_2025Q2,B,2025-05-11T00:00:00
1672-TipPrompt_2025Q2,1672,TipPrompt_2025Q2,social_proof,2025-05-11T00:00:00
1674-PriceTest_2025Q2,1674,PriceTest_2025Q2,A,2025-05-18T00:00:00
1674-TipPrompt_2025Q2,1674,TipPrompt_2025Q2,persuasive,2025-05-18T00:00:00
1675-PriceTest_2025Q2,1675,PriceTest_2025Q2,A,2025-04-11T00:00:00
1675-TipPrompt_2025Q2,1675,TipPrompt_2025Q2,social_proof,2025-04-11T00:00:00
1676-PriceTest_2025Q2,1676,PriceTest_2025Q2,A,2025-03-21T00:00:00
1677-TipPrompt_2025Q2,1677,TipPrompt_2025Q2,persuasive,2025-07-06T00:00:00
1681-PriceTest_2025Q2,1681,PriceTest_2025Q2,B,2025-06-06T00:00:00
1681-TipPrompt_2025Q2,1681,TipPrompt_2025Q2,control,2025-06-06T00:00:00
1682-PriceTest_2025Q2,1682,PriceTest_2025Q2,B,2025-03-21T00:00:00
1684-TipPrompt_2025Q2,1684,TipPrompt_2025Q2,persuasive,2025-07-01T00:00:00
1685-PriceTest_2025Q2,1685,PriceTest_2025Q2,A,2025-06-29T00:00:00
1685-TipPrompt_2025Q2,1685,TipPrompt_2025Q2,persuasive,2025-06-29T00:00:00
1687-PriceTest_2025Q2,1687,PriceTest_2025Q2,B,2025-03-30T00:00:00
1690-TipPrompt_2025Q2,1690,TipPrompt_2025Q2,persuasive,2025-07-07T00:00:00
1692-PriceTest_2025Q2,1692,PriceTest_2025Q2,A,2025-03-27T00:00:00
1695-PriceTest_2025Q2,1695,PriceTest_2025Q2,A,2025-05-08T00:00:00
1695-TipPrompt_2025Q2,1695,TipPrompt_2025Q2,social_proof,2025-05-08T00:00:00
1696-PriceTest_2025Q2,1696,PriceTest_2025Q2,B,2025-05-11T00:00:00
1696-TipPrompt_2025Q2,1696,TipPrompt_2025Q2,control,2025-05-11T00:00:00
1698-PriceTest_2025Q2,1698,PriceTest_2025Q2,A,2025-05-26T00:00:00
1698-TipPrompt_2025Q2,1698,TipPrompt_2025Q2,control,2025-05-26T00:00:00
1699-PriceTest_2025Q2,1699,PriceTest_2025Q2,A,2025-04-05T00:00:00
1699-TipPrompt_2025Q2,1699,TipPrompt_2025Q2,control,2025-04-05T00:00:00
1701-PriceTest_2025Q2,1701,PriceTest_2025Q2,A,2025-05-27T00:00:00
1701-TipPrompt_2025Q2,1701,TipPrompt_2025Q2,control,2025-05-27T00:00:00
1705-PriceTest_2025Q2,1705,PriceTest_2025Q2,B,2025-05-01T00:00:00
1705-TipPrompt_2025Q2,1705,TipPrompt_2025Q2,social_proof,2025-05-01T00:00:00
1706-PriceTest_2025Q2,1706,PriceTest_2025Q2,A,2025-04-09T00:00:00
1706-TipPrompt_2025Q2,1706,TipPrompt_2025Q2,social_proof,2025-04-09T00:00:00
1708-PriceTest_2025Q2,1708,PriceTest_2025Q2,A,2025-05-22T00:00:00
1708-TipPrompt_2025Q2,1708,TipPrompt_2025Q2,social_proof,2025-05-22T00:00:00
1711-TipPrompt_2025Q2,1711,TipPrompt_2025Q2,social_proof,2025-07-04T00:00:00
1713-PriceTest_2025Q2,1713,PriceTest_2025Q2,B,2025-05-27T00:00:00
1713-TipPrompt_2025Q2,1713,TipPrompt_2025Q2,control,2025-05-27T00:00:00
