user_id,signup_at,province,device_os,acquisition_channel,bank_linked_at,payroll_frequency,baseline_risk_score,fico_band
889,2025-04-10T00:00:00,BC,android,organic,2025-04-10T02:02:41.646381,weekly,0.1077,740+
890,2025-01-12T00:00:00,ON,android,organic,2025-01-12T10:55:59.365820,weekly,0.6358,500-579
891,2025-04-06T00:00:00,QC,android,organic,2025-04-07T15:39:37.383264,monthly,0.3431,640-679
892,2025-07-11T00:00:00,ON,ios,paid_social,2025-07-11T06:48:24.392042,biweekly,0.0857,740+
893,2025-04-02T00:00:00,BC,ios,referral,2025-04-02T04:58:10.316853,semimonthly,0.2986,640-679
894,2025-03-30T00:00:00,BC,ios,organic,2025-04-02T01:19:35.473170,semimonthly,0.3392,640-679
895,2025-07-07T00:00:00,ON,ios,email,2025-07-08T23:19:44.688819,weekly,0.6761,500-579
896,2025-07-17T00:00:00,BC,android,organic,2025-07-17T02:09:56.517618,biweekly,0.4697,580-639
897,2025-02-04T00:00:00,QC,ios,organic,2025-02-08T15:54:58.503427,monthly,0.3975,640-679
898,2025-04-01T00:00:00,ON,android,organic,2025-04-05T08:38:28.631627,biweekly,0.2546,640-679
899,2025-07-28T00:00:00,BC,ios,paid_social,2025-07-30T04:54:01.634614,semimonthly,0.277,640-679
900,2025-07-19T00:00:00,ON,android,organic,2025-07-19T16:15:42.205849,biweekly,0.5716,580-639
901,2025-06-28T00:00:00,MB,android,paid_social,,biweekly,0.648,500-579
902,2025-06-11T00:00:00,ON,ios,referral,2025-06-13T22:01:17.403604,monthly,0.2967,640-679
903,2025-07-27T00:00:00,QC,ios,referral,2025-07-30T12:53:20.918695,biweekly,0.4107,580-639
904,2025-01-17T00:00:00,ON,android,paid_search,,semimonthly,0.3457,640-679
905,2025-01-10T00:00:00,AB,android,organic,,biweekly,0.2958,640-679
906,2025-02-21T00:00:00,ON,ios,organic,,weekly,0.088,740+
907,2025-07-22T00:00:00,QC,ios,referral,2025-07-22T03:36:02.456870,weekly,0.5593,580-639
908,2025-01-11T00:00:00,ON,android,organic,2025-01-11T16:31:12.769920,biweekly,0.4575,580-639
909,2025-03-21T00:00:00,QC,android,email,2025-03-22T03:07:10.126236,weekly,0.1414,740+
910,2025-07-28T00:00:00,AB,android,paid_social,2025-07-28T17:55:49.270816,monthly,0.2447,680-739
911,2025-03-06T00:00:00,QC,ios,paid_search,2025-03-06T00:06:42.472364,weekly,0.0184,740+
912,2025-07-12T00:00:00,ON,ios,paid_search,2025-07-12T01:28:27.751419,semimonthly,0.4443,580-639
913,2025-03-15T00:00:00,ON,android,organic,2025-03-15T04:11:22.608276,biweekly,0.1828,680-739
914,2025-07-19T00:00:00,ON,ios,affiliate,,weekly,0.2383,680-739
915,2025-06-17T00:00:00,ON,android,organic,2025-06-17T16:08:48.407320,weekly,0.2106,680-739
916,2025-03-11T00:00:00,AB,ios,paid_social,2025-03-12T11:36:20.437646,biweekly,0.0842,740+
917,2025-07-24T00:00:00,NB,android,affiliate,2025-07-26T00:49:08.991299,unknown,0.4233,580-639
918,2025-04-22T00:00:00,ON,android,organic,2025-04-22T17:35:16.866469,weekly,0.2585,640-679
919,2025-07-10T00:00:00,BC,android,email,2025-07-10T08:32:52.346222,monthly,0.2593,640-679
920,2025-04-09T00:00:00,QC,android,organic,2025-04-11T01:52:11.509694,weekly,0.3781,640-679
921,2025-02-17T00:00:00,PE,android,paid_search,2025-02-17T11:23:54.677551,biweekly,0.1936,680-739
922,2025-06-27T00:00:00,BC,android,organic,2025-06-30T02:17:16.100075,biweekly,0.4739,580-639
923,2025-04-05T00:00:00,ON,android,organic,,monthly,0.461,580-639
924,2025-07-25T00:00:00,ON,ios,organic,2025-07-25T00:40:58.232730,biweekly,0.269,640-679
925,2025-07-06T00:00:00,ON,android,paid_search,,biweekly,0.1734,680-739
926,2025-01-21T00:00:00,MB,android,paid_social,2025-01-23T00:55:45.184279,biweekly,0.6926,500-579
927,2025-06-04T00:00:00,QC,ios,organic,,weekly,0.0628,740+
928,2025-05-20T00:00:00,ON,android,paid_social,,semimonthly,0.3824,640-679
929,2025-03-24T00:00:00,SK,ios,affiliate,2025-03-24T09:37:23.569198,biweekly,0.137,740+
930,2025-01-21T00:00:00,ON,android,paid_social,2025-01-21T12:40:15.524382,weekly,0.5228,580-639
931,2025-06-19T00:00:00,QC,android,paid_search,,semimonthly,0.5448,580-639
932,2025-03-20T00:00:00,QC,android,affiliate,,biweekly,0.0566,740+
933,2025-06-04T00:00:00,QC,android,paid_social,,weekly,0.0782,740+
934,2025-02-12T00:00:00,BC,android,affiliate,2025-02-15T00:34:43.895540,unknown,0.2885,640-679
935,2025-03-31T00:00:00,ON,android,organic,2025-04-06T21:44:23.483153,weekly,0.4445,580-639
936,2025-01-11T00:00:00,ON,android,affiliate,2025-01-12T10:49:23.370216,biweekly,0.1199,740+
937,2025-06-07T00:00:00,QC,android,paid_social,2025-06-09T04:39:40.851576,biweekly,0.2246,680-739
938,2025-03-12T00:00:00,QC,ios,organic,2025-03-12T07:12:50.062329,weekly,0.101,740+
939,2025-01-20T00:00:00,QC,android,paid_search,2025-01-20T05:04:45.322533,monthly,0.0851,740+
940,2025-04-04T00:00:00,QC,ios,paid_search,2025-04-04T05:51:41.548839,biweekly,0.3864,640-679
941,2025-01-08T00:00:00,ON,ios,organic,2025-01-08T22:53:21.902353,weekly,0.4642,580-639
942,2025-06-05T00:00:00,ON,android,organic,2025-06-05T06:14:59.323304,biweekly,0.0717,740+
943,2025-01-09T00:00:00,BC,ios,email,2025-01-09T19:06:46.054750,biweekly,0.1568,680-739
944,2025-01-18T00:00:00,AB,ios,paid_search,2025-01-19T14:34:30.327396,semimonthly,0.571,580-639
945,2025-07-19T00:00:00,AB,android,paid_search,2025-07-21T16:27:26.069488,biweekly,0.5289,580-639
946,2025-04-03T00:00:00,MB,android,paid_social,2025-04-03T07:15:08.583068,biweekly,0.2143,680-739
947,2025-05-26T00:00:00,QC,ios,organic,,biweekly,0.358,640-679
948,2025-06-04T00:00:00,ON,ios,paid_search,2025-06-04T04:51:34.796507,weekly,0.0836,740+
949,2025-06-23T00:00:00,NB,android,affiliate,2025-06-23T11:54:19.989074,weekly,0.2554,640-679
950,2025-04-05T00:00:00,MB,android,organic,,semimonthly,0.3204,640-679
951,2025-04-24T00:00:00,ON,ios,paid_search,2025-04-27T16:32:29.723894,weekly,0.1081,740+
952,2025-05-27T00:00:00,ON,ios,paid_social,2025-05-27T19:08:45.337183,biweekly,0.217,680-739
953,2025-05-16T00:00:00,ON,android,organic,2025-05-16T17:14:57.412247,biweekly,0.3922,640-679
954,2025-04-12T00:00:00,AB,android,organic,2025-04-18T00:54:33.685947,biweekly,0.1479,740+
955,2025-06-16T00:00:00,ON,android,organic,2025-06-18T08:04:27.920607,biweekly,0.3599,640-679
956,2025-03-05T00:00:00,QC,ios,organic,2025-03-11T04:01:36.508601,weekly,0.588,580-639
957,2025-01-07T00:00:00,ON,ios,organic,2025-01-08T14:14:00.896135,biweekly,0.1928,680-739
958,2025-05-08T00:00:00,MB,android,organic,,monthly,0.3602,640-679
959,2025-05-24T00:00:00,QC,ios,organic,2025-05-24T19:43:26.317608,weekly,0.2415,680-739
960,2025-03-09T00:00:00,QC,android,referral,,biweekly,0.2194,680-739
961,2025-06-30T00:00:00,BC,android,organic,,weekly,0.6547,500-579
962,2025-02-24T00:00:00,QC,android,organic,2025-02-24T11:33:16.301360,semimonthly,0.0525,740+
963,2025-06-27T00:00:00,ON,android,organic,,unknown,0.3455,640-679
964,2025-02-21T00:00:00,NS,ios,organic,,semimonthly,0.0283,740+
965,2025-02-04T00:00:00,BC,ios,paid_search,,semimonthly,0.504,580-639
966,2025-04-26T00:00:00,QC,ios,paid_search,,biweekly,0.3865,640-679
967,2025-07-02T00:00:00,AB,android,organic,2025-07-03T03:00:47.879536,weekly,0.2732,640-679
968,2025-01-23T00:00:00,ON,android,paid_social,2025-01-24T06:56:49.263794,weekly,0.5283,580-639
969,2025-06-20T00:00:00,QC,android,affiliate,,biweekly,0.1429,740+
970,2025-07-01T00:00:00,AB,ios,organic,2025-07-01T12:25:45.398934,biweekly,0.0644,740+
971,2025-05-21T00:00:00,ON,android,paid_search,2025-05-21T00:21:05.029094,biweekly,0.2802,640-679
972,2025-03-18T00:00:00,ON,ios,organic,2025-03-18T09:38:47.931772,weekly,0.6132,500-579
973,2025-07-02T00:00:00,BC,ios,organic,,biweekly,0.3854,640-679
974,2025-07-23T00:00:00,ON,android,affiliate,,biweekly,0.3579,640-679
975,2025-05-11T00:00:00,ON,ios,paid_search,2025-05-15T18:06:44.279835,weekly,0.1126,740+
976,2025-02-01T00:00:00,QC,ios,paid_social,2025-02-01T10:44:59.862345,biweekly,0.644,500-579
977,2025-07-22T00:00:00,ON,ios,organic,2025-07-22T02:18:51.947996,weekly,0.3472,640-679
978,2025-03-02T00:00:00,MB,android,paid_search,2025-03-02T21:52:18.733723,biweekly,0.4382,580-639
979,2025-01-07T00:00:00,ON,android,referral,2025-01-08T14:08:30.100845,weekly,0.1941,680-739
980,2025-05-22T00:00:00,ON,android,email,2025-05-22T18:16:16.309140,weekly,0.3107,640-679
981,2025-04-30T00:00:00,AB,ios,paid_search,2025-04-30T11:21:01.640307,biweekly,0.3158,640-679
982,2025-06-06T00:00:00,ON,ios,affiliate,,semimonthly,0.8333,<500
983,2025-01-17T00:00:00,QC,android,organic,2025-01-19T17:18:08.151914,semimonthly,0.6394,500-579
984,2025-04-12T00:00:00,AB,android,referral,,weekly,0.5809,580-639
985,2025-05-15T00:00:00,ON,android,organic,2025-05-19T21:13:57.407237,weekly,0.277,640-679
986,2025-07-16T00:00:00,BC,android,paid_search,,biweekly,0.2608,640-679
987,2025-07-30T00:00:00,AB,ios,organic,2025-07-30T04:21:55.091747,biweekly,0.4206,580-639
988,2025-02-02T00:00:00,NS,android,paid_search,2025-02-02T18:32:35.014757,biweekly,0.344,640-679
989,2025-06-14T00:00:00,MB,ios,affiliate,2025-06-15T08:08:22.677299,monthly,0.3065,640-679
990,2025-04-26T00:00:00,BC,android,email,2025-04-27T17:07:41.175191,biweekly,0.3108,640-679
991,2025-06-24T00:00:00,ON,android,paid_search,2025-06-24T15:34:16.751210,weekly,0.3172,640-679
992,2025-02-02T00:00:00,ON,ios,organic,2025-02-02T23:34:11.014169,biweekly,0.2771,640-679
993,2025-07-16T00:00:00,ON,ios,affiliate,2025-07-17T08:19:09.583242,biweekly,0.0999,740+
994,2025-04-21T00:00:00,NB,ios,referral,,weekly,0.5037,580-639
995,2025-02-01T00:00:00,ON,ios,organic,2025-02-01T06:41:22.356481,weekly,0.1417,740+
996,2025-03-19T00:00:00,QC,ios,organic,2025-03-20T12:19:46.701967,semimonthly,0.2291,680-739
997,2025-02-11T00:00:00,BC,android,email,2025-02-12T01:21:29.863671,monthly,0.3893,640-679
998,2025-07-01T00:00:00,ON,ios,paid_search,2025-07-02T23:05:34.940295,biweekly,0.2207,680-739
999,2025-03-30T00:00:00,SK,android,referral,2025-03-30T02:55:45.802416,biweekly,0.0524,740+
1000,2025-01-21T00:00:00,QC,android,affiliate,2025-01-22T16:02:49.743488,biweekly,0.5827,580-639
1001,2025-02-20T00:00:00,ON,android,paid_search,2025-02-20T12:13:37.593735,biweekly,0.3221,640-679
1002,2025-02-02T00:00:00,QC,android,paid_search,2025-02-02T11:01:48.470037,weekly,0.0694,740+
1003,2025-06-07T00:00:00,ON,ios,organic,2025-06-08T20:43:50.781117,weekly,0.7699,500-579
1004,2025-05-09T00:00:00,AB,ios,organic,2025-05-09T09:51:38.558923,weekly,0.2032,680-739
1005,2025-06-01T00:00:00,QC,ios,paid_social,2025-06-01T10:17:12.112904,biweekly,0.4031,580-639
1006,2025-02-13T00:00:00,AB,android,paid_social,2025-02-15T03:29:34.149798,biweekly,0.4869,580-639
1007,2025-05-25T00:00:00,QC,ios,affiliate,,monthly,0.2941,640-679
1008,2025-07-31T00:00:00,QC,ios,paid_social,2025-07-31T08:43:37.813440,semimonthly,0.3214,640-679
1009,2025-01-21T00:00:00,BC,ios,organic,2025-01-21T03:09:30.761247,semimonthly,0.6408,500-579
1010,2025-06-14T00:00:00,MB,android,paid_social,2025-06-14T06:02:20.700913,monthly,0.1516,680-739
1011,2025-06-16T00:00:00,BC,ios,referral,2025-06-17T13:48:49.618404,biweekly,0.5012,580-639
1012,2025-07-16T00:00:00,QC,android,paid_social,2025-07-18T07:37:37.704662,semimonthly,0.3412,640-679
1013,2025-06-08T00:00:00,ON,ios,organic,,weekly,0.1935,680-739
1014,2025-05-08T00:00:00,QC,android,referral,2025-05-08T06:28:11.716106,biweekly,0.2266,680-739
1015,2025-06-14T00:00:00,ON,android,affiliate,2025-06-14T08:29:53.847403,biweekly,0.3958,640-679
1016,2025-05-04T00:00:00,ON,ios,paid_social,2025-05-04T22:57:47.980868,monthly,0.4311,580-639
1017,2025-07-26T00:00:00,NS,android,email,2025-07-27T14:56:46.653560,biweekly,0.0594,740+
1018,2025-03-18T00:00:00,ON,android,paid_social,2025-03-19T00:37:19.664096,biweekly,0.4114,580-639
1019,2025-01-19T00:00:00,ON,ios,paid_search,2025-01-20T09:20:55.031313,semimonthly,0.2577,640-679
1020,2025-02-10T00:00:00,ON,android,paid_search,2025-02-13T05:27:03.091508,biweekly,0.2098,680-739
1021,2025-04-17T00:00:00,ON,android,referral,2025-04-19T04:55:27.885231,semimonthly,0.3567,640-679
1022,2025-04-29T00:00:00,ON,ios,paid_social,2025-04-29T00:01:37.874542,semimonthly,0.4781,580-639
1023,2025-03-29T00:00:00,QC,ios,organic,,semimonthly,0.2538,640-679
1024,2025-03-22T00:00:00,ON,android,organic,,biweekly,0.0384,740+
1025,2025-07-07T00:00:00,BC,android,organic,,biweekly,0.3883,640-679
1026,2025-04-13T00:00:00,QC,ios,paid_social,,weekly,0.4715,580-639
1027,2025-07-14T00:00:00,ON,android,organic,2025-07-16T00:56:17.837541,monthly,0.3876,640-679
1028,2025-05-12T00:00:00,ON,ios,organic,2025-05-13T07:14:40.489412,biweekly,0.125,740+
1029,2025-03-23T00:00:00,QC,ios,paid_social,2025-03-26T07:21:39.917906,biweekly,0.2628,640-679
1030,2025-04-30T00:00:00,ON,ios,paid_search,2025-04-30T02:22:01.664461,biweekly,0.1628,680-739
1031,2025-03-10T00:00:00,QC,android,organic,2025-03-11T04:16:42.848181,monthly,0.0912,740+
1032,2025-03-05T00:00:00,ON,ios,email,,weekly,0.1042,740+
1033,2025-01-25T00:00:00,QC,ios,paid_social,,weekly,0.279,640-679
1034,2025-03-16T00:00:00,QC,android,organic,2025-03-16T04:43:18.060304,weekly,0.0699,740+
1035,2025-06-07T00:00:00,ON,android,paid_search,2025-06-08T02:30:58.286463,semimonthly,0.424,580-639
1036,2025-03-05T00:00:00,ON,ios,paid_social,,biweekly,0.6775,500-579
1037,2025-07-28T00:00:00,ON,android,organic,2025-07-29T13:58:07.490549,semimonthly,0.3007,640-679
1038,2025-05-28T00:00:00,ON,android,organic,,semimonthly,0.2924,640-679
1039,2025-02-18T00:00:00,QC,ios,organic,,biweekly,0.1154,740+
1040,2025-05-08T00:00:00,ON,android,organic,2025-05-09T20:25:04.321876,weekly,0.0127,740+
1041,2025-05-08T00:00:00,QC,android,organic,,biweekly,0.325,640-679
1042,2025-05-08T00:00:00,ON,ios,organic,2025-05-08T14:48:43.366678,semimonthly,0.2122,680-739
1043,2025-01-24T00:00:00,ON,android,organic,2025-01-25T11:39:29.410764,weekly,0.0905,740+
1044,2025-05-10T00:00:00,ON,android,organic,2025-05-10T19:49:32.897050,biweekly,0.1952,680-739
1045,2025-03-03T00:00:00,AB,ios,paid_search,2025-03-03T06:43:02.745715,biweekly,0.1852,680-739
1046,2025-05-30T00:00:00,QC,android,affiliate,2025-05-31T06:47:22.221427,semimonthly,0.2561,640-679
1047,2025-01-13T00:00:00,ON,ios,paid_social,2025-01-13T07:25:36.294588,semimonthly,0.1014,740+
1048,2025-03-14T00:00:00,ON,android,organic,2025-03-17T16:43:33.967567,weekly,0.1949,680-739
1049,2025-06-02T00:00:00,ON,android,referral,2025-06-02T17:58:00.837101,biweekly,0.0221,740+
1050,2025-03-15T00:00:00,QC,ios,organic,,biweekly,0.1576,680-739
1051,2025-01-28T00:00:00,AB,android,referral,2025-01-29T13:43:29.847809,semimonthly,0.3495,640-679
1052,2025-02-04T00:00:00,ON,android,affiliate,2025-02-04T07:42:07.769321,biweekly,0.2497,680-739
1053,2025-07-06T00:00:00,BC,android,referral,2025-07-07T13:33:43.321275,semimonthly,0.1784,680-739
1054,2025-07-15T00:00:00,ON,android,paid_social,2025-07-16T21:49:35.898962,semimonthly,0.1587,680-739
1055,2025-04-04T00:00:00,ON,ios,affiliate,2025-04-04T09:15:05.898016,biweekly,0.1216,740+
1056,2025-04-13T00:00:00,QC,ios,referral,2025-04-13T09:25:13.342144,weekly,0.3135,640-679
1057,2025-05-26T00:00:00,ON,ios,email,,monthly,0.055,740+
1058,2025-04-03T00:00:00,ON,android,referral,2025-04-03T05:47:38.205597,biweekly,0.6449,500-579
1059,2025-01-19T00:00:00,BC,android,organic,2025-01-20T11:41:11.026664,monthly,0.4664,580-639
1060,2025-05-10T00:00:00,QC,android,organic,2025-05-10T21:51:25.538233,weekly,0.4953,580-639
1061,2025-07-15T00:00:00,BC,android,organic,,semimonthly,0.2355,680-739
1062,2025-07-31T00:00:00,AB,ios,paid_social,2025-08-05T08:53:28.546990,biweekly,0.504,580-639
1063,2025-02-02T00:00:00,QC,ios,paid_search,2025-02-02T13:03:44.963379,biweekly,0.2796,640-679
1064,2025-04-11T00:00:00,AB,android,paid_search,2025-04-12T20:14:19.775269,biweekly,0.4226,580-639
1065,2025-07-23T00:00:00,ON,android,organic,,weekly,0.3268,640-679
1066,2025-05-23T00:00:00,ON,android,paid_social,2025-05-23T15:40:01.847851,semimonthly,0.7054,500-579
1067,2025-07-13T00:00:00,NB,ios,organic,2025-07-15T11:38:22.319816,biweekly,0.3857,640-679
1068,2025-02-20T00:00:00,AB,android,paid_search,,semimonthly,0.1041,740+
1069,2025-05-09T00:00:00,ON,ios,paid_search,2025-05-09T07:03:59.513790,biweekly,0.578,580-639
1070,2025-01-12T00:00:00,QC,ios,organic,,weekly,0.3403,640-679
1071,2025-02-05T00:00:00,ON,android,paid_social,2025-02-07T02:07:02.418321,semimonthly,0.2025,680-739
1072,2025-07-25T00:00:00,AB,android,organic,2025-07-25T14:00:16.566694,weekly,0.376,640-679
1073,2025-05-13T00:00:00,ON,android,organic,2025-05-13T11:55:53.325956,monthly,0.3876,640-679
1074,2025-02-08T00:00:00,ON,ios,organic,2025-02-08T17:04:17.055197,biweekly,0.2235,680-739
1075,2025-03-25T00:00:00,ON,android,organic,,semimonthly,0.2587,640-679
1076,2025-02-11T00:00:00,ON,android,paid_search,2025-02-13T14:15:53.104987,semimonthly,0.1822,680-739
1077,2025-06-07T00:00:00,QC,android,organic,2025-06-08T09:30:27.326042,biweekly,0.2029,680-739
1078,2025-06-01T00:00:00,AB,android,paid_social,2025-06-02T02:36:29.658904,biweekly,0.7767,500-579
1079,2025-05-10T00:00:00,BC,android,organic,,weekly,0.1027,740+
1080,2025-07-01T00:00:00,NS,android,paid_social,2025-07-02T03:44:21.055127,biweekly,0.0648,740+
1081,2025-05-02T00:00:00,AB,ios,paid_search,2025-05-02T19:06:33.351783,semimonthly,0.1121,740+
1082,2025-04-05T00:00:00,ON,android,paid_social,2025-04-07T12:13:50.148949,weekly,0.41,580-639
1083,2025-06-22T00:00:00,BC,ios,affiliate,2025-06-22T20:59:15.363962,weekly,0.2929,640-679
1084,2025-04-17T00:00:00,SK,android,organic,,weekly,0.3422,640-679
1085,2025-07-23T00:00:00,MB,ios,affiliate,2025-07-23T12:41:01.838020,monthly,0.603,500-579
1086,2025-06-02T00:00:00,ON,android,organic,2025-06-03T19:19:46.302995,biweekly,0.1494,740+
1087,2025-03-09T00:00:00,QC,ios,paid_search,2025-03-10T20:46:30.334794,biweekly,0.1629,680-739
1088,2025-07-04T00:00:00,ON,ios,organic,2025-07-05T10:17:47.800184,semimonthly,0.4111,580-639
1089,2025-05-30T00:00:00,BC,android,organic,,biweekly,0.3722,640-679
1090,2025-02-13T00:00:00,QC,android,paid_search,2025-02-13T20:36:58.909334,weekly,0.4046,580-639
1091,2025-02-07T00:00:00,ON,ios,organic,2025-02-07T13:57:22.330973,semimonthly,0.1366,740+
1092,2025-01-09T00:00:00,ON,ios,organic,,biweekly,0.0971,740+
1093,2025-02-18T00:00:00,ON,ios,organic,2025-02-18T01:05:31.525818,semimonthly,0.1384,740+
1094,2025-04-23T00:00:00,BC,android,organic,,weekly,0.365,640-679
1095,2025-04-18T00:00:00,AB,ios,paid_search,,biweekly,0.5229,580-639
1096,2025-04-16T00:00:00,ON,ios,organic,2025-04-17T01:07:18.580985,biweekly,0.3073,640-679
1097,2025-04-16T00:00:00,BC,android,referral,,biweekly,0.1512,680-739
1098,2025-07-08T00:00:00,ON,ios,organic,,biweekly,0.215,680-739
1099,2025-06-30T00:00:00,QC,ios,paid_social,2025-06-30T14:54:39.466600,monthly,0.3624,640-679
1100,2025-05-13T00:00:00,QC,ios,paid_search,2025-05-13T21:35:36.429609,weekly,0.1197,740+
1101,2025-05-24T00:00:00,BC,android,paid_search,2025-05-24T14:08:46.391853,biweekly,0.447,580-639
1102,2025-06-19T00:00:00,ON,android,paid_social,2025-06-19T00:33:44.494515,monthly,0.3587,640-679
1103,2025-05-15T00:00:00,QC,android,organic,2025-05-15T11:38:04.073974,weekly,0.4296,580-639
1104,2025-03-22T00:00:00,BC,ios,email,2025-03-22T03:47:21.148128,biweekly,0.2654,640-679
1105,2025-04-28T00:00:00,QC,android,organic,2025-04-29T14:44:24.007407,unknown,0.4854,580-639
1106,2025-05-20T00:00:00,ON,android,paid_search,2025-05-22T11:05:35.486402,biweekly,0.2099,680-739
1107,2025-06-23T00:00:00,AB,android,organic,2025-06-23T07:13:27.213935,biweekly,0.1631,680-739
1108,2025-06-06T00:00:00,AB,android,email,2025-06-07T12:01:19.498253,biweekly,0.2942,640-679
1109,2025-02-19T00:00:00,QC,ios,paid_search,,weekly,0.3225,640-679
1110,2025-03-13T00:00:00,AB,android,organic,2025-03-13T15:13:21.344554,biweekly,0.0459,740+
1111,2025-02-27T00:00:00,ON,android,affiliate,2025-02-28T05:19:27.932142,semimonthly,0.3346,640-679
1112,2025-07-17T00:00:00,SK,android,referral,2025-07-17T03:25:58.163897,biweekly,0.3894,640-679
1113,2025-06-30T00:00:00,ON,ios,organic,2025-06-30T19:51:06.190046,unknown,0.1566,680-739
1114,2025-06-26T00:00:00,SK,android,referral,2025-07-03T17:11:29.496351,biweekly,0.3092,640-679
1115,2025-03-23T00:00:00,ON,android,email,2025-03-26T20:00:27.770955,weekly,0.1727,680-739
1116,2025-03-31T00:00:00,BC,android,organic,2025-03-31T08:45:38.010138,unknown,0.3407,640-679
1117,2025-03-15T00:00:00,MB,ios,paid_social,2025-03-15T02:47:47.313980,biweekly,0.4254,580-639
1118,2025-05-27T00:00:00,ON,android,affiliate,2025-05-28T01:01:00.426300,weekly,0.3497,640-679
1119,2025-04-12T00:00:00,SK,android,paid_search,2025-04-13T01:54:21.254410,biweekly,0.1645,680-739
1120,2025-07-17T00:00:00,ON,ios,paid_social,,monthly,0.1604,680-739
1121,2025-03-16T00:00:00,ON,ios,affiliate,2025-03-16T18:45:09.208083,unknown,0.1231,740+
1122,2025-03-15T00:00:00,AB,ios,referral,2025-03-15T08:47:58.745488,monthly,0.2447,680-739
1123,2025-03-30T00:00:00,MB,android,affiliate,,biweekly,0.2274,680-739
1124,2025-06-17T00:00:00,QC,android,paid_social,2025-06-17T20:18:25.468662,weekly,0.2201,680-739
1125,2025-07-11T00:00:00,ON,android,organic,2025-07-12T04:15:43.185511,weekly,0.2962,640-679
1126,2025-02-24T00:00:00,NS,ios,referral,2025-02-24T02:34:27.693254,biweekly,0.0836,740+
1127,2025-07-31T00:00:00,ON,android,referral,,biweekly,0.2064,680-739
1128,2025-05-24T00:00:00,QC,android,affiliate,2025-05-24T10:09:16.642935,biweekly,0.0774,740+
1129,2025-02-05T00:00:00,AB,ios,email,2025-02-06T13:46:23.907940,biweekly,0.1131,740+
1130,2025-06-07T00:00:00,NS,ios,referral,,semimonthly,0.0725,740+
1131,2025-03-04T00:00:00,QC,ios,paid_search,2025-03-08T13:31:32.925701,monthly,0.3034,640-679
1132,2025-06-21T00:00:00,AB,ios,paid_search,2025-06-23T09:31:20.812923,semimonthly,0.4033,580-639
1133,2025-06-13T00:00:00,ON,ios,paid_search,2025-06-13T08:41:27.761606,biweekly,0.1169,740+
1134,2025-01-14T00:00:00,ON,ios,affiliate,2025-01-14T11:39:05.236004,weekly,0.4574,580-639
1135,2025-04-16T00:00:00,QC,android,organic,2025-04-16T01:08:20.278002,weekly,0.0935,740+
1136,2025-07-03T00:00:00,QC,android,paid_search,2025-07-03T09:35:08.239994,weekly,0.034,740+
1137,2025-01-26T00:00:00,QC,ios,paid_social,2025-01-27T16:23:19.403121,semimonthly,0.5391,580-639
1138,2025-01-02T00:00:00,QC,ios,referral,2025-01-02T02:12:34.614569,monthly,0.3442,640-679
1139,2025-04-15T00:00:00,ON,android,paid_search,2025-04-15T03:18:46.858225,biweekly,0.3182,640-679
1140,2025-05-03T00:00:00,NS,ios,affiliate,2025-05-03T05:12:18.024217,biweekly,0.7495,500-579
1141,2025-07-13T00:00:00,QC,android,organic,,biweekly,0.3362,640-679
1142,2025-03-24T00:00:00,QC,android,paid_social,,biweekly,0.433,580-639
1143,2025-06-15T00:00:00,SK,ios,organic,,biweekly,0.2388,680-739
1144,2025-07-16T00:00:00,ON,ios,organic,,semimonthly,0.3739,640-679
1145,2025-06-16T00:00:00,ON,ios,affiliate,2025-06-16T23:48:17.767056,biweekly,0.3774,640-679
1146,2025-05-17T00:00:00,BC,ios,affiliate,2025-05-17T06:59:10.755181,biweekly,0.2987,640-679
1147,2025-02-14T00:00:00,AB,android,organic,2025-02-14T14:48:24.212179,biweekly,0.2537,640-679
1148,2025-02-15T00:00:00,BC,ios,affiliate,,biweekly,0.2147,680-739
1149,2025-04-12T00:00:00,QC,android,paid_social,2025-04-12T13:46:50.568568,biweekly,0.2396,680-739
1150,2025-02-17T00:00:00,ON,android,paid_social,,biweekly,0.3427,640-679
1151,2025-01-10T00:00:00,QC,ios,organic,,biweekly,0.0118,740+
1152,2025-03-18T00:00:00,ON,ios,affiliate,2025-03-19T02:40:14.696288,weekly,0.1913,680-739
1153,2025-03-27T00:00:00,ON,android,organic,2025-03-28T20:19:36.134980,monthly,0.0878,740+
1154,2025-04-27T00:00:00,NS,android,organic,,biweekly,0.4115,580-639
1155,2025-02-04T00:00:00,ON,android,paid_social,2025-02-07T21:05:54.815433,weekly,0.2992,640-679
1156,2025-03-11T00:00:00,BC,ios,organic,2025-03-11T17:33:35.248304,weekly,0.3943,640-679
1157,2025-07-27T00:00:00,ON,ios,paid_search,2025-07-30T12:29:25.737238,semimonthly,0.1818,680-739
1158,2025-03-26T00:00:00,BC,ios,organic,2025-03-28T17:37:44.445149,biweekly,0.1232,740+
1159,2025-07-07T00:00:00,BC,android,organic,,semimonthly,0.0407,740+
1160,2025-06-15T00:00:00,QC,android,organic,2025-06-15T05:25:26.809815,semimonthly,0.4768,580-639
1161,2025-07-03T00:00:00,MB,ios,affiliate,2025-07-03T00:27:52.437792,biweekly,0.2805,640-679
1162,2025-01-04T00:00:00,BC,android,organic,,biweekly,0.2442,680-739
1163,2025-07-22T00:00:00,ON,android,referral,2025-07-23T02:34:12.234189,biweekly,0.6646,500-579
