event_id,user_id,session_id,ts,event_name,screen,properties_json
195-view_onboarding-898005044,195,sess-195,2025-05-24T01:33:00,view_onboarding,home,{}
196-app_open-94586748,196,sess-196,2025-01-29T01:19:00,app_open,home,{}
196-view_onboarding-851511126,196,sess-196,2025-01-29T01:32:00,view_onboarding,home,{}
197-app_open-552623129,197,sess-197,2025-06-26T01:58:00,app_open,home,{}
197-view_onboarding-151666757,197,sess-197,2025-06-26T01:00:00,view_onboarding,home,{}
197-link_bank_start-217094041,197,sess-197,2025-06-26T01:43:00,link_bank_start,onboarding,{}
198-app_open-333777616,198,sess-198,2025-05-20T01:43:00,app_open,home,{}
198-view_onboarding-578123871,198,sess-198,2025-05-20T00:10:00,view_onboarding,home,{}
198-link_bank_start-228940431,198,sess-198,2025-05-20T01:55:00,link_bank_start,onboarding,{}
199-app_open-827331323,199,sess-199,2025-04-05T01:32:00,app_open,home,{}
199-view_onboarding-830481473,199,sess-199,2025-04-05T00:09:00,view_onboarding,home,{}
200-app_open-38141110,200,sess-200,2025-04-21T00:33:00,app_open,home,{}
200-view_onboarding-356793826,200,sess-200,2025-04-21T00:05:00,view_onboarding,home,{}
201-app_open-165065334,201,sess-201,2025-01-11T00:45:00,app_open,home,{}
201-view_onboarding-831809748,201,sess-201,2025-01-11T01:11:00,view_onboarding,home,{}
201-link_bank_start-712951510,201,sess-201,2025-01-11T01:18:00,link_bank_start,onboarding,{}
201-link_bank_success-433020418,201,sess-201,2025-01-11T00:28:00,link_bank_success,onboarding,{}
202-app_open-735086200,202,sess-202,2025-04-04T00:23:00,app_open,home,{}
202-view_onboarding-73788333,202,sess-202,2025-04-04T00:59:00,view_onboarding,home,{}
202-link_bank_start-958209205,202,sess-202,2025-04-04T00:37:00,link_bank_start,onboarding,{}
202-link_bank_success-229067513,202,sess-202,2025-04-04T01:52:00,link_bank_success,onboarding,{}
203-app_open-841460925,203,sess-203,2025-04-02T01:41:00,app_open,home,{}
203-view_onboarding-782083518,203,sess-203,2025-04-02T00:46:00,view_onboarding,home,{}
203-link_bank_start-470138284,203,sess-203,2025-04-02T00:32:00,link_bank_start,onboarding,{}
203-link_bank_success-562659947,203,sess-203,2025-04-02T01:37:00,link_bank_success,onboarding,{}
204-app_open-946298276,204,sess-204,2025-06-24T01:45:00,app_open,home,{}
204-view_onboarding-259798897,204,sess-204,2025-06-24T00:43:00,view_onboarding,home,{}
204-link_bank_start-935612573,204,sess-204,2025-06-24T01:57:00,link_bank_start,onboarding,{}
204-link_bank_success-162547261,204,sess-204,2025-06-24T00:53:00,link_bank_success,onboarding,{}
204-start_advance_request-569018401,204,sess-204,2025-06-24T00:07:00,start_advance_request,loan,{}
204-submit_advance_request-435543581,204,sess-204,2025-06-24T01:50:00,submit_advance_request,loan,{}
204-approved-293140635,204,sess-204,2025-06-24T01:09:00,approved,home,{}
204-disbursed-467530518,204,sess-204,2025-06-24T00:04:00,disbursed,loan,{}
205-app_open-800294050,205,sess-205,2025-06-20T00:54:00,app_open,home,{}
205-view_onboarding-480826587,205,sess-205,2025-06-20T00:24:00,view_onboarding,home,{}
205-link_bank_start-631667289,205,sess-205,2025-06-20T01:10:00,link_bank_start,onboarding,{}
205-link_bank_success-235181024,205,sess-205,2025-06-20T01:31:00,link_bank_success,onboarding,{}
206-app_open-269907474,206,sess-206,2025-04-01T01:54:00,app_open,home,{}
206-view_onboarding-321666978,206,sess-206,2025-04-01T01:59:00,view_onboarding,home,{}
207-app_open-581905813,207,sess-207,2025-06-08T01:04:00,app_open,home,{}
207-view_onboarding-209628692,207,sess-207,2025-06-08T01:10:00,view_onboarding,home,{}
207-link_bank_start-326030679,207,sess-207,2025-06-08T00:22:00,link_bank_start,onboarding,{}
207-link_bank_success-341363456,207,sess-207,2025-06-08T01:42:00,link_bank_success,onboarding,{}
208-app_open-244653691,208,sess-208,2025-03-02T00:48:00,app_open,home,{}
208-view_onboarding-989063687,208,sess-208,2025-03-02T01:42:00,view_onboarding,home,{}
208-link_bank_start-974693203,208,sess-208,2025-03-02T01:20:00,link_bank_start,onboarding,{}
208-link_bank_success-912476175,208,sess-208,2025-03-02T00:38:00,link_bank_success,onboarding,{}
208-start_advance_request-435823417,208,sess-208,2025-03-02T01:57:00,start_advance_request,loan,{}
208-submit_advance_request-148068724,208,sess-208,2025-03-02T01:09:00,submit_advance_request,loan,{}
208-approved-50930625,208,sess-208,2025-03-02T00:42:00,approved,home,{}
209-app_open-358621719,209,sess-209,2025-07-24T00:06:00,app_open,home,{}
209-view_onboarding-478369244,209,sess-209,2025-07-24T01:44:00,view_onboarding,home,{}
209-link_bank_start-477099463,209,sess-209,2025-07-24T01:58:00,link_bank_start,onboarding,{}
209-link_bank_success-297104593,209,sess-209,2025-07-24T01:30:00,link_bank_success,onboarding,{}
209-start_advance_request-53816965,209,sess-209,2025-07-24T00:50:00,start_advance_request,loan,{}
209-submit_advance_request-386660966,209,sess-209,2025-07-24T00:57:00,submit_advance_request,loan,{}
210-app_open-665585316,210,sess-210,2025-04-16T00:42:00,app_open,home,{}
210-view_onboarding-378428731,210,sess-210,2025-04-16T00:10:00,view_onboarding,home,{}
210-link_bank_start-391080479,210,sess-210,2025-04-16T00:50:00,link_bank_start,onboarding,{}
210-link_bank_success-171214326,210,sess-210,2025-04-16T00:26:00,link_bank_success,onboarding,{}
211-app_open-606203549,211,sess-211,2025-02-15T00:23:00,app_open,home,{}
211-view_onboarding-782958076,211,sess-211,2025-02-15T01:45:00,view_onboarding,home,{}
211-link_bank_start-10450912,211,sess-211,2025-02-15T01:16:00,link_bank_start,onboarding,{}
212-app_open-36522578,212,sess-212,2025-07-20T01:09:00,app_open,home,{}
212-view_onboarding-357885127,212,sess-212,2025-07-20T01:55:00,view_onboarding,home,{}
213-app_open-822120922,213,sess-213,2025-07-25T00:41:00,app_open,home,{}
213-view_onboarding-115040842,213,sess-213,2025-07-25T00:05:00,view_onboarding,home,{}
213-link_bank_start-529767581,213,sess-213,2025-07-25T01:20:00,link_bank_start,onboarding,{}
213-link_bank_success-751444441,213,sess-213,2025-07-25T00:39:00,link_bank_success,onboarding,{}
214-app_open-784497113,214,sess-214,2025-03-10T00:03:00,app_open,home,{}
214-view_onboarding-715200537,214,sess-214,2025-03-10T01:16:00,view_onboarding,home,{}
214-link_bank_start-109217469,214,sess-214,2025-03-10T01:53:00,link_bank_start,onboarding,{}
214-link_bank_success-250794957,214,sess-214,2025-03-10T00:12:00,link_bank_success,onboarding,{}
215-app_open-89479910,215,sess-215,2025-07-21T00:12:00,app_open,home,{}
215-view_onboarding-496820038,215,sess-215,2025-07-21T01:39:00,view_onboarding,home,{}
215-link_bank_start-544935124,215,sess-215,2025-07-21T02:00:00,link_bank_start,onboarding,{}
215-link_bank_success-416504707,215,sess-215,2025-07-21T00:12:00,link_bank_success,onboarding,{}
216-app_open-645347847,216,sess-216,2025-04-08T01:27:00,app_open,home,{}
216-view_onboarding-20504827,216,sess-216,2025-04-08T00:18:00,view_onboarding,home,{}
216-link_bank_start-352760650,216,sess-216,2025-04-08T01:43:00,link_bank_start,onboarding,{}
216-link_bank_success-316680754,216,sess-216,2025-04-08T01:30:00,link_bank_success,onboarding,{}
217-app_open-478013984,217,sess-217,2025-05-01T01:27:00,app_open,home,{}
217-view_onboarding-417755461,217,sess-217,2025-05-01T00:06:00,view_onboarding,home,{}
217-link_bank_start-737378899,217,sess-217,2025-05-01T01:29:00,link_bank_start,onboarding,{}
218-app_open-190210792,218,sess-218,2025-02-21T00:21:00,app_open,home,{}
218-view_onboarding-680586859,218,sess-218,2025-02-21T00:03:00,view_onboarding,home,{}
218-link_bank_start-436071146,218,sess-218,2025-02-21T01:31:00,link_bank_start,onboarding,{}
218-link_bank_success-666774891,218,sess-218,2025-02-21T00:47:00,link_bank_success,onboarding,{}
219-app_open-987173815,219,sess-219,2025-03-31T00:29:00,app_open,home,{}
219-view_onboarding-338365084,219,sess-219,2025-03-31T01:44:00,view_onboarding,home,{}
219-link_bank_start-987753488,219,sess-219,2025-03-31T01:59:00,link_bank_start,onboarding,{}
219-link_bank_success-287815691,219,sess-219,2025-03-31T01:29:00,link_bank_success,onboarding,{}
219-start_advance_request-89290038,219,sess-219,2025-03-31T01:27:00,start_advance_request,loan,{}
220-app_open-190188111,220,sess-220,2025-07-30T00:00:00,app_open,home,{}
220-view_onboarding-958817966,220,sess-220,2025-07-30T00:10:00,view_onboarding,home,{}
220-link_bank_start-716036981,220,sess-220,2025-07-30T00:17:00,link_bank_start,onboarding,{}
221-app_open-195679659,221,sess-221,2025-02-27T00:56:00,app_open,home,{}
221-view_onboarding-967566928,221,sess-221,2025-02-27T00:40:00,view_onboarding,home,{}
221-link_bank_start-842816003,221,sess-221,2025-02-27T01:41:00,link_bank_start,onboarding,{}
221-link_bank_success-966472659,221,sess-221,2025-02-27T01:12:00,link_bank_success,onboarding,{}
221-start_advance_request-383695618,221,sess-221,2025-02-27T01:51:00,start_advance_request,loan,{}
221-submit_advance_request-63910228,221,sess-221,2025-02-27T00:01:00,submit_advance_request,loan,{}
221-approved-169553145,221,sess-221,2025-02-27T01:50:00,approved,home,{}
222-app_open-448481303,222,sess-222,2025-06-18T01:37:00,app_open,home,{}
222-view_onboarding-872368011,222,sess-222,2025-06-18T01:29:00,view_onboarding,home,{}
222-link_bank_start-986739596,222,sess-222,2025-06-18T00:06:00,link_bank_start,onboarding,{}
222-link_bank_success-84761084,222,sess-222,2025-06-18T00:40:00,link_bank_success,onboarding,{}
222-start_advance_request-119178681,222,sess-222,2025-06-18T00:43:00,start_advance_request,loan,{}
222-submit_advance_request-230423681,222,sess-222,2025-06-18T01:50:00,submit_advance_request,loan,{}
222-approved-772529596,222,sess-222,2025-06-18T01:59:00,approved,home,{}
222-disbursed-196594375,222,sess-222,2025-06-18T01:56:00,disbursed,loan,{}
223-app_open-943290559,223,sess-223,2025-04-13T00:44:00,app_open,home,{}
223-view_onboarding-856789743,223,sess-223,2025-04-13T01:23:00,view_onboarding,home,{}
223-link_bank_start-737000691,223,sess-223,2025-04-13T01:27:00,link_bank_start,onboarding,{}
223-link_bank_success-631575531,223,sess-223,2025-04-13T00:33:00,link_bank_success,onboarding,{}
224-app_open-472612348,224,sess-224,2025-03-13T01:21:00,app_open,home,{}
224-view_onboarding-956271003,224,sess-224,2025-03-13T01:19:00,view_onboarding,home,{}
225-app_open-364840606,225,sess-225,2025-07-17T00:04:00,app_open,home,{}
225-view_onboarding-470365158,225,sess-225,2025-07-17T00:36:00,view_onboarding,home,{}
225-link_bank_start-47057683,225,sess-225,2025-07-17T01:46:00,link_bank_start,onboarding,{}
226-app_open-528616729,226,sess-226,2025-03-31T00:12:00,app_open,home,{}
226-view_onboarding-821396360,226,sess-226,2025-03-31T00:56:00,view_onboarding,home,{}
226-link_bank_start-756112324,226,sess-226,2025-03-31T00:24:00,link_bank_start,onboarding,{}
226-link_bank_success-906801613,226,sess-226,2025-03-31T00:16:00,link_bank_success,onboarding,{}
227-app_open-497889350,227,sess-227,2025-06-23T01:16:00,app_open,home,{}
227-view_onboarding-591357444,227,sess-227,2025-06-23T00:06:00,view_onboarding,home,{}
227-link_bank_start-999385554,227,sess-227,2025-06-23T00:45:00,link_bank_start,onboarding,{}
227-link_bank_success-760528098,227,sess-227,2025-06-23T01:35:00,link_bank_success,onboarding,{}
228-app_open-633386545,228,sess-228,2025-01-08T01:26:00,app_open,home,{}
228-view_onboarding-393158594,228,sess-228,2025-01-08T01:22:00,view_onboarding,home,{}
229-app_open-30118815,229,sess-229,2025-03-08T01:56:00,app_open,home,{}
229-view_onboarding-247604451,229,sess-229,2025-03-08T01:25:00,view_onboarding,home,{}
229-link_bank_start-806375934,229,sess-229,2025-03-08T01:46:00,link_bank_start,onboarding,{}
229-link_bank_success-70612335,229,sess-229,2025-03-08T00:06:00,link_bank_success,onboarding,{}
230-app_open-10439718,230,sess-230,2025-05-29T00:50:00,app_open,home,{}
230-view_onboarding-309071886,230,sess-230,2025-05-29T01:26:00,view_onboarding,home,{}
230-link_bank_start-667911119,230,sess-230,2025-05-29T00:27:00,link_bank_start,onboarding,{}
230-link_bank_success-326484574,230,sess-230,2025-05-29T01:38:00,link_bank_success,onboarding,{}
230-start_advance_request-774562691,230,sess-230,2025-05-29T00:01:00,start_advance_request,loan,{}
230-submit_advance_request-218252454,230,sess-230,2025-05-29T01:28:00,submit_advance_request,loan,{}
231-app_open-963428182,231,sess-231,2025-01-10T01:14:00,app_open,home,{}
231-view_onboarding-127257186,231,sess-231,2025-01-10T00:00:00,view_onboarding,home,{}
231-link_bank_start-297892655,231,sess-231,2025-01-10T00:44:00,link_bank_start,onboarding,{}
232-app_open-135352140,232,sess-232,2025-06-02T02:00:00,app_open,home,{}
233-app_open-33750632,233,sess-233,2025-03-30T01:52:00,app_open,home,{}
233-view_onboarding-230331544,233,sess-233,2025-03-30T00:54:00,view_onboarding,home,{}
234-app_open-48970284,234,sess-234,2025-04-22T01:04:00,app_open,home,{}
234-view_onboarding-656673289,234,sess-234,2025-04-22T01:29:00,view_onboarding,home,{}
234-link_bank_start-816384253,234,sess-234,2025-04-22T00:36:00,link_bank_start,onboarding,{}
234-link_bank_success-69159138,234,sess-234,2025-04-22T00:09:00,link_bank_success,onboarding,{}
234-start_advance_request-582785264,234,sess-234,2025-04-22T00:38:00,start_advance_request,loan,{}
235-app_open-673086871,235,sess-235,2025-04-09T01:18:00,app_open,home,{}
235-view_onboarding-976951822,235,sess-235,2025-04-09T00:12:00,view_onboarding,home,{}
235-link_bank_start-237706454,235,sess-235,2025-04-09T01:23:00,link_bank_start,onboarding,{}
236-app_open-361647774,236,sess-236,2025-03-07T01:52:00,app_open,home,{}
236-view_onboarding-660752397,236,sess-236,2025-03-07T01:18:00,view_onboarding,home,{}
236-link_bank_start-957677730,236,sess-236,2025-03-07T00:22:00,link_bank_start,onboarding,{}
236-link_bank_success-585665349,236,sess-236,2025-03-07T00:45:00,link_bank_success,onboarding,{}
237-app_open-371630824,237,sess-237,2025-07-01T01:37:00,app_open,home,{}
237-view_onboarding-805352283,237,sess-237,2025-07-01T00:31:00,view_onboarding,home,{}
237-link_bank_start-976356198,237,sess-237,2025-07-01T00:47:00,link_bank_start,onboarding,{}
237-link_bank_success-736613395,237,sess-237,2025-07-01T01:12:00,link_bank_success,onboarding,{}
237-start_advance_request-365574318,237,sess-237,2025-07-01T00:18:00,start_advance_request,loan,{}
238-app_open-49074950,238,sess-238,2025-01-01T00:46:00,app_open,home,{}
238-view_onboarding-416528454,238,sess-238,2025-01-01T00:09:00,view_onboarding,home,{}
238-link_bank_start-35710149,238,sess-238,2025-01-01T00:07:00,link_bank_start,onboarding,{}
239-app_open-437611076,239,sess-239,2025-04-04T01:02:00,app_open,home,{}
239-view_onboarding-611382670,239,sess-239,2025-04-04T02:00:00,view_onboarding,home,{}
239-link_bank_start-620202984,239,sess-239,2025-04-04T00:01:00,link_bank_start,onboarding,{}
239-link_bank_success-691624302,239,sess-239,2025-04-04T00:02:00,link_bank_success,onboarding,{}
240-app_open-427116741,240,sess-240,2025-01-18T01:13:00,app_open,home,{}
240-view_onboarding-460069559,240,sess-240,2025-01-18T02:00:00,view_onboarding,home,{}
240-link_bank_start-981407725,240,sess-240,2025-01-18T01:56:00,link_bank_start,onboarding,{}
240-link_bank_success-885029340,240,sess-240,2025-01-18T01:10:00,link_bank_success,onboarding,{}
241-app_open-63125086,241,sess-241,2025-06-09T00:09:00,app_open,home,{}
241-view_onboarding-587052579,241,sess-241,2025-06-09T00:49:00,view_onboarding,home,{}
241-link_bank_start-770011210,241,sess-241,2025-06-09T00:56:00,link_bank_start,onboarding,{}
241-link_bank_success-512712420,241,sess-241,2025-06-09T00:33:00,link_bank_success,onboarding,{}
241-start_advance_request-47340023,241,sess-241,2025-06-09T01:39:00,start_advance_request,loan,{}
242-app_open-746735732,242,sess-242,2025-06-19T01:54:00,app_open,home,{}
242-view_onboarding-259454581,242,sess-242,2025-06-19T01:01:00,view_onboarding,home,{}
242-link_bank_start-537895096,242,sess-242,2025-06-19T00:34:00,link_bank_start,onboarding,{}
242-link_bank_success-745593645,242,sess-242,2025-06-19T01:27:00,link_bank_success,onboarding,{}
243-app_open-134546709,243,sess-243,2025-07-04T01:31:00,app_open,home,{}
243-view_onboarding-955376218,243,sess-243,2025-07-04T00:27:00,view_onboarding,home,{}
243-link_bank_start-711045105,243,sess-243,2025-07-04T00:24:00,link_bank_start,onboarding,{}
243-link_bank_success-612329192,243,sess-243,2025-07-04T01:48:00,link_bank_success,onboarding,{}
244-app_open-310285656,244,sess-244,2025-05-10T00:39:00,app_open,home,{}
244-view_onboarding-623901081,244,sess-244,2025-05-10T01:29:00,view_onboarding,home,{}
244-link_bank_start-402619508,244,sess-244,2025-05-10T01:50:00,link_bank_start,onboarding,{}
244-link_bank_success-241622303,244,sess-244,2025-05-10T00:02:00,link_bank_success,onboarding,{}
245-app_open-2984023,245,sess-245,2025-06-20T00:50:00,app_open,home,{}
245-view_onboarding-526967266,245,sess-245,2025-06-20T00:58:00,view_onboarding,home,{}
245-link_bank_start-404775917,245,sess-245,2025-06-20T01:37:00,link_bank_start,onboarding,{}
246-app_open-910604199,246,sess-246,2025-03-25T01:48:00,app_open,home,{}
246-view_onboarding-168765948,246,sess-246,2025-03-25T00:42:00,view_onboarding,home,{}
246-link_bank_start-352285822,246,sess-246,2025-03-25T00:01:00,link_bank_start,onboarding,{}
246-link_bank_success-234039435,246,sess-246,2025-03-25T00:20:00,link_bank_success,onboarding,{}
247-app_open-679553061,247,sess-247,2025-06-28T00:44:00,app_open,home,{}
247-view_onboarding-889533120,247,sess-247,2025-06-28T00:01:00,view_onboarding,home,{}
247-link_bank_start-78252733,247,sess-247,2025-06-28T01:03:00,link_bank_start,onboarding,{}
247-link_bank_success-228187923,247,sess-247,2025-06-28T00:48:00,link_bank_success,onboarding,{}
248-app_open-336192433,248,sess-248,2025-05-22T00:32:00,app_open,home,{}
248-view_onboarding-139594899,248,sess-248,2025-05-22T01:55:00,view_onboarding,home,{}
249-app_open-420008071,249,sess-249,2025-02-19T00:23:00,app_open,home,{}
249-view_onboarding-306949572,249,sess-249,2025-02-19T00:13:00,view_onboarding,home,{}
249-link_bank_start-493253918,249,sess-249,2025-02-19T01:08:00,link_bank_start,onboarding,{}
249-link_bank_success-273558459,249,sess-249,2025-02-19T00:23:00,link_bank_success,onboarding,{}
249-start_advance_request-625039026,249,sess-249,2025-02-19T00:07:00,start_advance_request,loan,{}
250-app_open-674026767,250,sess-250,2025-06-20T00:23:00,app_open,home,{}
251-app_open-710271048,251,sess-251,2025-06-23T01:13:00,app_open,home,{}
251-view_onboarding-754256867,251,sess-251,2025-06-23T01:39:00,view_onboarding,home,{}
251-link_bank_start-160472472,251,sess-251,2025-06-23T00:28:00,link_bank_start,onboarding,{}
252-app_open-847479537,252,sess-252,2025-06-07T00:28:00,app_open,home,{}
252-view_onboarding-330406758,252,sess-252,2025-06-07T00:42:00,view_onboarding,home,{}
252-link_bank_start-919135320,252,sess-252,2025-06-07T00:12:00,link_bank_start,onboarding,{}
252-link_bank_success-74887064,252,sess-252,2025-06-07T00:01:00,link_bank_success,onboarding,{}
252-start_advance_request-791593367,252,sess-252,2025-06-07T01:40:00,start_advance_request,loan,{}
253-app_open-34304221,253,sess-253,2025-04-14T01:13:00,app_open,home,{}
253-view_onboarding-42771235,253,sess-253,2025-04-14T01:22:00,view_onboarding,home,{}
253-link_bank_start-961031373,253,sess-253,2025-04-14T01:54:00,link_bank_start,onboarding,{}
253-link_bank_success-452855809,253,sess-253,2025-04-14T01:47:00,link_bank_success,onboarding,{}
253-start_advance_request-726672922,253,sess-253,2025-04-14T00:05:00,start_advance_request,loan,{}
254-app_open-382434084,254,sess-254,2025-03-19T00:31:00,app_open,home,{}
254-view_onboarding-6032926,254,sess-254,2025-03-19T01:21:00,view_onboarding,home,{}
254-link_bank_start-820666701,254,sess-254,2025-03-19T01:09:00,link_bank_start,onboarding,{}
254-link_bank_success-596770528,254,sess-254,2025-03-19T01:56:00,link_bank_success,onboarding,{}
254-start_advance_request-444533992,254,sess-254,2025-03-19T01:05:00,start_advance_request,loan,{}
254-submit_advance_request-271953964,254,sess-254,2025-03-19T00:31:00,submit_advance_request,loan,{}
255-app_open-14972786,255,sess-255,2025-02-23T00:19:00,app_open,home,{}
255-view_onboarding-951763081,255,sess-255,2025-02-23T01:55:00,view_onboarding,home,{}
255-link_bank_start-125250115,255,sess-255,2025-02-23T00:11:00,link_bank_start,onboarding,{}
255-link_bank_success-412344874,255,sess-255,2025-02-23T00:50:00,link_bank_success,onboarding,{}
256-app_open-476818479,256,sess-256,2025-07-21T00:28:00,app_open,home,{}
256-view_onboarding-853171967,256,sess-256,2025-07-21T00:17:00,view_onboarding,home,{}
256-link_bank_start-661710898,256,sess-256,2025-07-21T01:58:00,link_bank_start,onboarding,{}
256-link_bank_success-6974197,256,sess-256,2025-07-21T00:36:00,link_bank_success,onboarding,{}
256-start_advance_request-962485756,256,sess-256,2025-07-21T01:26:00,start_advance_request,loan,{}
257-app_open-359179237,257,sess-257,2025-04-30T01:58:00,app_open,home,{}
257-view_onboarding-979354301,257,sess-257,2025-04-30T00:58:00,view_onboarding,home,{}
257-link_bank_start-358718881,257,sess-257,2025-04-30T01:36:00,link_bank_start,onboarding,{}
257-link_bank_success-941088866,257,sess-257,2025-04-30T01:12:00,link_bank_success,onboarding,{}
258-app_open-597519664,258,sess-258,2025-04-24T01:41:00,app_open,home,{}
258-view_onboarding-583074426,258,sess-258,2025-04-24T00:57:00,view_onboarding,home,{}
258-link_bank_start-347116700,258,sess-258,2025-04-24T01:49:00,link_bank_start,onboarding,{}
258-link_bank_success-607301563,258,sess-258,2025-04-24T01:50:00,link_bank_success,onboarding,{}
258-start_advance_request-199789041,258,sess-258,2025-04-24T00:11:00,start_advance_request,loan,{}
259-app_open-183601179,259,sess-259,2025-05-11T01:15:00,app_open,home,{}
259-view_onboarding-791290437,259,sess-259,2025-05-11T01:15:00,view_onboarding,home,{}
259-link_bank_start-827925851,259,sess-259,2025-05-11T00:54:00,link_bank_start,onboarding,{}
259-link_bank_success-334669083,259,sess-259,2025-05-11T00:21:00,link_bank_success,onboarding,{}
259-start_advance_request-424387158,259,sess-259,2025-05-11T00:05:00,start_advance_request,loan,{}
260-app_open-247975485,260,sess-260,2025-07-23T01:47:00,app_open,home,{}
260-view_onboarding-257987294,260,sess-260,2025-07-23T00:53:00,view_onboarding,home,{}
260-link_bank_start-720519919,260,sess-260,2025-07-23T01:42:00,link_bank_start,onboarding,{}
260-link_bank_success-947368135,260,sess-260,2025-07-23T00:22:00,link_bank_success,onboarding,{}
260-start_advance_request-856136784,260,sess-260,2025-07-23T00:01:00,start_advance_request,loan,{}
260-submit_advance_request-949986949,260,sess-260,2025-07-23T01:28:00,submit_advance_request,loan,{}
260-approved-151897212,260,sess-260,2025-07-23T00:58:00,approved,home,{}
261-app_open-397331718,261,sess-261,2025-06-18T00:45:00,app_open,home,{}
261-view_onboarding-559055231,261,sess-261,2025-06-18T00:23:00,view_onboarding,home,{}
261-link_bank_start-83470205,261,sess-261,2025-06-18T00:32:00,link_bank_start,onboarding,{}
261-link_bank_success-496008319,261,sess-261,2025-06-18T00:59:00,link_bank_success,onboarding,{}
262-app_open-955553064,262,sess-262,2025-03-14T00:03:00,app_open,home,{}
262-view_onboarding-746146469,262,sess-262,2025-03-14T01:16:00,view_onboarding,home,{}
262-link_bank_start-135379886,262,sess-262,2025-03-14T00:00:00,link_bank_start,onboarding,{}
262-link_bank_success-974239139,262,sess-262,2025-03-14T00:56:00,link_bank_success,onboarding,{}
262-start_advance_request-122980418,262,sess-262,2025-03-14T00:11:00,start_advance_request,loan,{}
262-submit_advance_request-860231594,262,sess-262,2025-03-14T00:44:00,submit_advance_request,loan,{}
263-app_open-903933557,263,sess-263,2025-01-24T00:20:00,app_open,home,{}
263-view_onboarding-242289596,263,sess-263,2025-01-24T01:31:00,view_onboarding,home,{}
263-link_bank_start-807383346,263,sess-263,2025-01-24T01:10:00,link_bank_start,onboarding,{}
263-link_bank_success-6570448,263,sess-263,2025-01-24T00:23:00,link_bank_success,onboarding,{}
263-start_advance_request-202985660,263,sess-263,2025-01-24T00:55:00,start_advance_request,loan,{}
263-submit_advance_request-752074583,263,sess-263,2025-01-24T00:21:00,submit_advance_request,loan,{}
263-approved-106273232,263,sess-263,2025-01-24T01:22:00,approved,home,{}
263-disbursed-853905738,263,sess-263,2025-01-24T01:17:00,disbursed,loan,{}
264-app_open-779061057,264,sess-264,2025-06-22T01:24:00,app_open,home,{}
264-view_onboarding-183520511,264,sess-264,2025-06-22T00:08:00,view_onboarding,home,{}
264-link_bank_start-378570917,264,sess-264,2025-06-22T01:56:00,link_bank_start,onboarding,{}
264-link_bank_success-977519276,264,sess-264,2025-06-22T01:07:00,link_bank_success,onboarding,{}
265-app_open-843613556,265,sess-265,2025-02-27T00:15:00,app_open,home,{}
265-view_onboarding-560765930,265,sess-265,2025-02-27T01:13:00,view_onboarding,home,{}
265-link_bank_start-976955623,265,sess-265,2025-02-27T01:02:00,link_bank_start,onboarding,{}
265-link_bank_success-776089214,265,sess-265,2025-02-27T00:00:00,link_bank_success,onboarding,{}
265-start_advance_request-737011511,265,sess-265,2025-02-27T00:46:00,start_advance_request,loan,{}
266-app_open-607247599,266,sess-266,2025-02-07T00:12:00,app_open,home,{}
266-view_onboarding-465719250,266,sess-266,2025-02-07T00:13:00,view_onboarding,home,{}
266-link_bank_start-829790425,266,sess-266,2025-02-07T00:14:00,link_bank_start,onboarding,{}
266-link_bank_success-540234832,266,sess-266,2025-02-07T00:55:00,link_bank_success,onboarding,{}
267-app_open-227027679,267,sess-267,2025-01-12T01:08:00,app_open,home,{}
267-view_onboarding-398818192,267,sess-267,2025-01-12T00:42:00,view_onboarding,home,{}
267-link_bank_start-590813638,267,sess-267,2025-01-12T01:10:00,link_bank_start,onboarding,{}
267-link_bank_success-87566901,267,sess-267,2025-01-12T01:33:00,link_bank_success,onboarding,{}
268-app_open-631941363,268,sess-268,2025-05-02T01:52:00,app_open,home,{}
268-view_onboarding-336024658,268,sess-268,2025-05-02T01:12:00,view_onboarding,home,{}
268-link_bank_start-804903351,268,sess-268,2025-05-02T00:59:00,link_bank_start,onboarding,{}
269-app_open-741168954,269,sess-269,2025-04-27T01:00:00,app_open,home,{}
270-app_open-179829631,270,sess-270,2025-06-11T01:30:00,app_open,home,{}
270-view_onboarding-741667740,270,sess-270,2025-06-11T00:12:00,view_onboarding,home,{}
271-app_open-409868461,271,sess-271,2025-07-03T01:11:00,app_open,home,{}
271-view_onboarding-554871155,271,sess-271,2025-07-03T00:05:00,view_onboarding,home,{}
271-link_bank_start-761100123,271,sess-271,2025-07-03T00:06:00,link_bank_start,onboarding,{}
271-link_bank_success-805749234,271,sess-271,2025-07-03T01:38:00,link_bank_success,onboarding,{}
271-start_advance_request-364717216,271,sess-271,2025-07-03T01:57:00,start_advance_request,loan,{}
271-submit_advance_request-253760820,271,sess-271,2025-07-03T01:01:00,submit_advance_request,loan,{}
272-app_open-574428249,272,sess-272,2025-05-07T01:37:00,app_open,home,{}
272-view_onboarding-867901046,272,sess-272,2025-05-07T01:29:00,view_onboarding,home,{}
272-link_bank_start-648404641,272,sess-272,2025-05-07T01:49:00,link_bank_start,onboarding,{}
273-app_open-231871570,273,sess-273,2025-03-04T00:08:00,app_open,home,{}
273-view_onboarding-587861721,273,sess-273,2025-03-04T00:48:00,view_onboarding,home,{}
273-link_bank_start-653539924,273,sess-273,2025-03-04T02:00:00,link_bank_start,onboarding,{}
273-link_bank_success-165971720,273,sess-273,2025-03-04T01:05:00,link_bank_success,onboarding,{}
